Ryszard Olszewski;1951-01-02;Gdańsk;Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform;11 Gdańsk;;M
Jan Król;1950-06-24;Mielec;Klub Parlamentarny Unii Wolności;42 Słupsk;;M
Jarosław Kurzawa;1956-06-26;Świdnica;Klub Parlamentarny Polskiego Stronnictwa Ludowego;48 Wałbrzych;;M
Jan Skrobisz;1946-06-02;Radomsko;poseł niezrzeszony;33 Piotrków Trybunalski;;M
Kazimierz Dejmek;1924-05-17;Kowel;Klub Parlamentarny Polskiego Stronnictwa Ludowego;01 Warszawa;;M
Henryk Hajduk;1953-01-03;Rydułtowy;poseł niezrzeszony;17 Gliwice;;M
Bolesław Herudziński;1942-04-21;Zamoście Bełchatów;Sojusz Lewicy Demokratycznej Klub Parlamentarny;33 Piotrków Trybunalski;;M
Michał Strąk;1944-11-14;Korytnica;Klub Parlamentarny Polskiego Stronnictwa Ludowego;39 Siedlce;;M
Barbara Imiołczyk;1951-08-20;Blachownia k/Częstochowy;Klub Parlamentarny Unii Wolności;15 Sosnowiec;;F
Cezary Miżejewski;1964-12-26;Zgorzelec;Koło Parlamentarne Polskiej Partii Socjalistycznej;02 Warszawa;;M
Kazimierz Szczygielski;1946-11-16;Dziećmarów;Klub Parlamentarny Unii Wolności;30 Opole;;M
Kazimierz Nowak;1952-01-16;Włocławek;Sojusz Lewicy Demokratycznej Klub Parlamentarny;49 Włocławek;;M
Krystyna Sienkiewicz;1941-12-08;Iwanowo;Unia Pracy Klub Parlamentarny;47 Toruń;;F
Aleksander Małachowski;1924-11-23;Lwów;Unia Pracy Klub Parlamentarny;NA;;M
Eugeniusz Januła;1948-11-01;Bielsko-Biała;Nowa Demokracja - Koło Poselskie;15 Sosnowiec;;M
Roman Nowicki;1936-02-10;Kościan;Sojusz Lewicy Demokratycznej Klub Parlamentarny;31 Ostrołęka;;M
Edward Gnat;1940-03-01;Maurzyce - Zduny;Klub Parlamentarny Polskiego Stronnictwa Ludowego;41 Skierniewice;;M
Maciej Manicki;1954-11-21;Poznań;Sojusz Lewicy Demokratycznej Klub Parlamentarny;44 Szczecin;;M
Leszek Kiełczewski;1942-01-02;Gromadzyn Wykno;Klub Parlamentarny Polskiego Stronnictwa Ludowego;26 Łomża;;M
Jerzy Wenderlich;1954-04-22;Toruń;Sojusz Lewicy Demokratycznej Klub Parlamentarny;47 Toruń;;M
Stanisław Masternak;1946-02-22;Samborzec;Klub Parlamentarny Polskiego Stronnictwa Ludowego;45 Tarnobrzeg;;M
Zbigniew Janowski;1955-10-04;Przemyśl;Sojusz Lewicy Demokratycznej Klub Parlamentarny;07 Chełm;;M
Piotr Aszyk;1960-03-09;Starogard Gdański;poseł niezrzeszony;11 Gdańsk;;M
Janusz Dobrosz;1954-03-07;Wieruszów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;50 Wrocław;;M
Bogdan Krysiewicz;1946-06-02;Warszawa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;01 Warszawa;;M
Stanisław Kopeć;1947-04-22;Szamocin;Sojusz Lewicy Demokratycznej Klub Parlamentarny;44 Szczecin;;M
Mieczysław Kasprzak;1953-03-30;Jarosław;Klub Parlamentarny Polskiego Stronnictwa Ludowego;36 Przemyśl;;M
Andrzej Olszewski;1931-06-02;Warszawa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;41 Skierniewice;;M
Artur Smółko;1967-03-29;Białystok;Unia Pracy Klub Parlamentarny;04 Białystok;;M
Jan Borkowski;1952-08-07;Łosice;Klub Parlamentarny Polskiego Stronnictwa Ludowego;39 Siedlce;;M
Alicja Murynowicz;1957-09-21;Szydłowiec;Sojusz Lewicy Demokratycznej Klub Parlamentarny;27 Łódź;;F
Włodzimierz Sitek;1947-05-01;Zagórze;Sojusz Lewicy Demokratycznej Klub Parlamentarny;27 Łódź;;M
Tadeusz Iwiński;1944-10-28;Piastów k/Warszawy;Sojusz Lewicy Demokratycznej Klub Parlamentarny;29 Olsztyn;;M
Marian Michalski;1936-12-07;Załoźce;Klub Parlamentarny Polskiego Stronnictwa Ludowego;13 Jelenia Góra;;M
Stanisław Wójcik;1947-07-26;Warszawa;Klub Parlamentarny Polskiego Stronnictwa Ludowego;01 Warszawa;;M
Krzysztof Wiecheć;1950-05-16;Ostrowiec Świętokrzyski;Unia Pracy Klub Parlamentarny;30 Opole;;M
Alfred Domagalski;1945-01-01;Kielce;Klub Parlamentarny Polskiego Stronnictwa Ludowego;18 Kielce;;M
Zygmunt Jakubczyk;1950-03-25;Gierałtów;Unia Pracy Klub Parlamentarny;48 Wałbrzych;;M
Jan Rokita;1959-06-18;Kraków;Koło Konserwatywno-Ludowe;21 Kraków;;M
Michał Kowalczyk;1937-02-08;Aubin - Francja;Unia Pracy Klub Parlamentarny;48 Wałbrzych;;M
Radosław Gawlik;1957-08-23;Wrocław;Klub Parlamentarny Unii Wolności;50 Wrocław;;M
Olga Krzyżanowska;1929-09-10;Warszawa;Klub Parlamentarny Unii Wolności;NA;;F
Józef Oleksy;1946-06-22;Nowy Sącz;Sojusz Lewicy Demokratycznej Klub Parlamentarny;NA;;M
Jan Szczepaniak;1936-11-24;Kolonia Rdzuchów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;49 Włocławek;;M
Lech Szymańczyk;1949-05-15;Wola Młocka;Sojusz Lewicy Demokratycznej Klub Parlamentarny;02 Warszawa;;M
Józef Michalik;1954-03-24;Lubaczów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;36 Przemyśl;;M
Andrzej Piotrowski;1946-06-16;Kraków;Sojusz Lewicy Demokratycznej Klub Parlamentarny;10 Elbląg;;M
Jacek Kasprzyk;1960-08-21;Częstochowa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;09 Częstochowa;;M
Stanisław Bartoszek;1947-08-25;Tarnobrzeg;Klub Parlamentarny Polskiego Stronnictwa Ludowego;45 Tarnobrzeg;;M
Irena Nowacka;1950-09-08;Turek;Sojusz Lewicy Demokratycznej Klub Parlamentarny;40 Sieradz;;F
Maria Kurnatowska;1945-07-02;Strzelno;Klub Parlamentarny Polskiego Stronnictwa Ludowego;06 Bydgoszcz;;F
Władysław Stępień;1946-10-24;Wrzawy;Sojusz Lewicy Demokratycznej Klub Parlamentarny;45 Tarnobrzeg;;M
Helena Góralska;1947-10-20;Warszawa;Klub Parlamentarny Unii Wolności;09 Częstochowa;;F
Czesław Śleziak;1952-06-30;Laliki woj. bielskie;Sojusz Lewicy Demokratycznej Klub Parlamentarny;16 Katowice;;M
Ireneusz Sekuła;1943-01-22;Sosnowiec;Sojusz Lewicy Demokratycznej Klub Parlamentarny;15 Sosnowiec;;M
Teresa Jasztal;1940-12-14;Czeladź;Sojusz Lewicy Demokratycznej Klub Parlamentarny;50 Wrocław;;F
Andrzej Kaźmierczak;1961-03-13;Rzeszów;Federacyjny Klub Parlamentarny na rzecz Akcji Wyborczej Solidarność;38 Rzeszów;;M
Aleksander Bentkowski;1941-02-14;Stanisławów - Ukraina;Klub Parlamentarny Polskiego Stronnictwa Ludowego;38 Rzeszów;;M
Zenon Kufel;1951-02-02;Grudziądz;Sojusz Lewicy Demokratycznej Klub Parlamentarny;47 Toruń;;M
Roman Edward Borek;1963-03-18;Rzeczniów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;37 Radom;;M
Wit Majewski;1943-07-21;Janów;Sojusz Lewicy Demokratycznej Klub Parlamentarny;31 Ostrołęka;;M
Jacek Uczkiewicz;1950-07-04;Nowa Ruda;Sojusz Lewicy Demokratycznej Klub Parlamentarny;50 Wrocław;;M
Ryszard Stanibuła;1950-10-24;Rachanie;Klub Parlamentarny Polskiego Stronnictwa Ludowego;51 Zamość;;M
Stanisław Kracik;1950-09-10;Spytkowice;Klub Parlamentarny Unii Wolności;21 Kraków;;M
Janusz Jurek;1946-04-01;Lublin;Sojusz Lewicy Demokratycznej Klub Parlamentarny;25 Lublin;;M
Stanisław Czajczyński;1949-05-07;Kalisz;Sojusz Lewicy Demokratycznej Klub Parlamentarny;14 Kalisz;;M
Janusz Piechociński;1960-03-15;Studzianki Pancerne;Klub Parlamentarny Polskiego Stronnictwa Ludowego;02 Warszawa;;M
Barbara Hyla-Makowska;1946-03-30;Przasnysz;Sojusz Lewicy Demokratycznej Klub Parlamentarny;06 Bydgoszcz;;F
Jarosław Kalinowski;1962-04-12;Wyszków;Klub Parlamentarny Polskiego Stronnictwa Ludowego;31 Ostrołęka;;M
Aleksander Łuczak;1943-09-10;Legionowo;Klub Parlamentarny Polskiego Stronnictwa Ludowego;31 Ostrołęka;;M
Stanisław Fal;1954-04-29;Niebieszczany;Klub Parlamentarny Polskiego Stronnictwa Ludowego;22 Krosno;;M
Krzysztof Wolfram;1946-05-29;Warszawa;Klub Parlamentarny Unii Wolności;04 Białystok;;M
Danuta Ciborowska;1947-09-18;Krasnystaw;Sojusz Lewicy Demokratycznej Klub Parlamentarny;29 Olsztyn;;F
Grzegorz Marciniak;1953-05-04;Tuszyn;Unia Pracy Klub Parlamentarny;33 Piotrków Trybunalski;;M
Jerzy Wuttke;NA;NA;Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach;16 Katowice;;M
Jan Zaciura;NA;NA;Sojusz Lewicy Demokratycznej Klub Parlamentarny;01 Warszawa;;M
Witold Firak;1963-08-18;Ustrzyki Dolne;Sojusz Lewicy Demokratycznej Klub Parlamentarny;22 Krosno;;M
Bogdan Pęk;1953-04-08;Kraków;Klub Parlamentarny Polskiego Stronnictwa Ludowego;21 Kraków;;M
Ryszard Setnik;1948-01-20;Lublin;Klub Parlamentarny Unii Wolności;25 Lublin;;M
Tadeusz Gąsienica-Łuszczek;1934-09-30;Zakopane;Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach;28 Nowy Sącz;;M
Joanna Szafruga-Sypniewska;1959-06-22;Tarnowskie Góry;Klub Parlamentarny Unii Wolności;17 Gliwice;;F
Stanisław Stec;1941-03-22;Jazowsko;Sojusz Lewicy Demokratycznej Klub Parlamentarny;35 Poznań;;M
Włodzimierz Cimoszewicz;1950-09-13;Warszawa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;NA;;M
Stanisław Rusznica;1947-01-16;Wysoka Głogowska;Sojusz Lewicy Demokratycznej Klub Parlamentarny;38 Rzeszów;;M
Kazimierz Milner;1942-05-13;Dąbrowa Górnicza;Sojusz Lewicy Demokratycznej Klub Parlamentarny;15 Sosnowiec;;M
Andrzej Brachmański;1958-06-10;Wolsztyn;Sojusz Lewicy Demokratycznej Klub Parlamentarny;52 Zielona Góra;;M
Tomasz Nałęcz;1949-10-29;Gołymin;Unia Pracy Klub Parlamentarny;01 Warszawa;;M
Janusz Malinowski;1950-11-10;Warszawa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;25 Lublin;;M
Tadeusz Sytek;1946-04-06;Biskupin;Klub Parlamentarny Polskiego Stronnictwa Ludowego;14 Kalisz;;M
Marian Marczewski;1948-08-09;Turek;Sojusz Lewicy Demokratycznej Klub Parlamentarny;19 Konin;;M
Marek Rojszyk;1966-09-05;Suchowola;Sojusz Lewicy Demokratycznej Klub Parlamentarny;01 Warszawa;;M
Jan Wołek;1928-01-29;Królówka;Klub Parlamentarny Polskiego Stronnictwa Ludowego;44 Szczecin;;M
Józef Grabek;1947-02-14;Jeziernia;Sojusz Lewicy Demokratycznej Klub Parlamentarny;48 Wałbrzych;;M
Regina Pawłowska;1945-06-19;Sadek;Sojusz Lewicy Demokratycznej Klub Parlamentarny;37 Radom;;F
Leszek Chwat;1957-09-24;Szczecin;Koło Konserwatywno-Ludowe;44 Szczecin;;M
Marian Piotrowski;1939-09-08;Warszawa;Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform;02 Warszawa;;M
Zbigniew Sobotka;1952-08-27;Lidzbark Welski;Sojusz Lewicy Demokratycznej Klub Parlamentarny;33 Piotrków Trybunalski;;M
Władysław Żbikowski;1955-06-26;Warszawa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;01 Warszawa;;M
Czesław Fiedorowicz;1958-02-21;Gubin;Klub Parlamentarny Unii Wolności;52 Zielona Góra;;M
Tadeusz Jędrzejczak;1955-11-04;Gorzów;Sojusz Lewicy Demokratycznej Klub Parlamentarny;12 Gorzów Wielkopolski;;M
Bogdan Borusewicz;1949-01-11;Lidzbark Warmiński;Klub Parlamentarny Unii Wolności;11 Gdańsk;;M
Mieczysław Czerniawski;1948-07-15;Glinne;Sojusz Lewicy Demokratycznej Klub Parlamentarny;26 Łomża;;M
Stanisław Pasoń;1960-10-31;Nowy Sącz;Klub Parlamentarny Polskiego Stronnictwa Ludowego;28 Nowy Sącz;;M
Maria Zajączkowska;1939-01-30;Muszyna woj. nowosądeckie;Klub Parlamentarny Unii Wolności;06 Bydgoszcz;;F
Tadeusz Józef Kowalczyk;1949-03-16;Sobowice;Klub Parlamentarny Polskiego Stronnictwa Ludowego;18 Kielce;;M
Marian Starownik;1954-03-02;Maśluchy;Klub Parlamentarny Polskiego Stronnictwa Ludowego;25 Lublin;;M
Henryk Wujec;1941-01-01;Podlesie k.Biłgoraja;Klub Parlamentarny Unii Wolności;51 Zamość;;M
Elżbieta Piela-Mielczarek;1947-11-09;Przeworsk;Sojusz Lewicy Demokratycznej Klub Parlamentarny;44 Szczecin;;F
Janusz Andrzej Ślesak;1947-03-30;Lutomia;Sojusz Lewicy Demokratycznej Klub Parlamentarny;05 Bielsko-Biała;;M
Tadeusz Gawin;1951-07-03;Czułów;Sojusz Lewicy Demokratycznej Klub Parlamentarny;16 Katowice;;M
Zbigniew Gorzelańczyk;1944-07-31;Leszno;Sojusz Lewicy Demokratycznej Klub Parlamentarny;24 Leszno;;M
Wiesław Piątkowski;1932-08-28;Gołębiewek;Klub Parlamentarny Polskiego Stronnictwa Ludowego;27 Łódź;;M
Jan Kopczyk;1954-11-15;Konin;Klub Parlamentarny Polskiego Stronnictwa Ludowego;19 Konin;;M
Wiesław Ciesielski;1953-07-14;Syców;Sojusz Lewicy Demokratycznej Klub Parlamentarny;38 Rzeszów;;M
Bronisława Kowalska;1955-12-05;Starachowice;Sojusz Lewicy Demokratycznej Klub Parlamentarny;23 Legnica;;F
Jerzy Szmajdziński;1952-04-09;Wrocław;Sojusz Lewicy Demokratycznej Klub Parlamentarny;13 Jelenia Góra;;M
Jan Budkiewicz;1934-05-19;Warszawa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;29 Olsztyn;;M
Henryk Choryngiewicz;1940-11-11;Chełmiec;Klub Parlamentarny Polskiego Stronnictwa Ludowego;07 Chełm;;M
Władysław Tomaszewski;1939-11-21;Ulejów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;40 Sieradz;;M
Anna Bańkowska;1946-04-30;Żnin woj. bydgoskie;Sojusz Lewicy Demokratycznej Klub Parlamentarny;06 Bydgoszcz;;F
Zdzisław Podkański;1949-10-18;Guzówka woj. zamojskie;Klub Parlamentarny Polskiego Stronnictwa Ludowego;25 Lublin;;M
Andrzej Potocki;1964-08-25;Gliwice;Klub Parlamentarny Unii Wolności;17 Gliwice;;M
Tadeusz Tomaszewski;1959-02-21;Niechanowo;Sojusz Lewicy Demokratycznej Klub Parlamentarny;35 Poznań;;M
Tadeusz Gajda;1954-01-08;Guźnia;Klub Parlamentarny Polskiego Stronnictwa Ludowego;41 Skierniewice;;M
Henryk Bogdan;1944-11-05;Wólka gmina Szczuczyn;Klub Parlamentarny Polskiego Stronnictwa Ludowego;43 Suwałki;;M
Józef Gruszka;1947-03-16;Kwiatków;Klub Parlamentarny Polskiego Stronnictwa Ludowego;14 Kalisz;;M
Andrzej Żelazowski;1944-07-13;Mińsk Mazowiecki;Sojusz Lewicy Demokratycznej Klub Parlamentarny;02 Warszawa;;M
Klemens Ścierski;1939-11-08;Lędziny Górki;Klub Parlamentarny Polskiego Stronnictwa Ludowego;16 Katowice;;M
Jerzy Pistelok;1953-10-20;Żory;Klub Parlamentarny Polskiego Stronnictwa Ludowego;17 Gliwice;;M
Stanisław Pawlak;1952-05-22;Lubomin;Sojusz Lewicy Demokratycznej Klub Parlamentarny;49 Włocławek;;M
Hans Szyc;1941-10-21;Gdańsk;Federacyjny Klub Parlamentarny na rzecz Akcji Wyborczej Solidarność;11 Gdańsk;;M
Roman Jagieliński;1947-01-02;Wichrac;Klub Parlamentarny Polskiego Stronnictwa Ludowego;33 Piotrków Trybunalski;;M
Siergiej Plewa;1940-03-16;Łosinka woj. białostockie;Sojusz Lewicy Demokratycznej Klub Parlamentarny;04 Białystok;;M
Adam Szczęsny;1943-04-23;Zakrzewo gm. Bernerowo;Klub Parlamentarny Polskiego Stronnictwa Ludowego;47 Toruń;;M
Stanisław Stasiak;1934-06-10;Śmiłowice;Klub Parlamentarny Polskiego Stronnictwa Ludowego;49 Włocławek;;M
Zygmunt Bartoszewicz;1936-07-11;Miesino - Białoruś;Klub Parlamentarny Polskiego Stronnictwa Ludowego;50 Wrocław;;M
Wojciech Grabałowski;1945-03-19;Częstochowa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;09 Częstochowa;;M
Andrzej Urbańczyk;1946-10-27;Lubliniec;Sojusz Lewicy Demokratycznej Klub Parlamentarny;21 Kraków;;M
Antoni Kobielusz;1947-06-22;Wechowice;Sojusz Lewicy Demokratycznej Klub Parlamentarny;05 Bielsko-Biała;;M
Janusz Szymański;1958-07-15;Łowicz;poseł niezrzeszony;43 Białystok;;M
Wiesław Szweda;1954-03-02;Rybnik;Sojusz Lewicy Demokratycznej Klub Parlamentarny;17 Gliwice;;M
Jacek Taylor;1939-09-25;Poznań;Klub Parlamentarny Unii Wolności;11 Gdańsk;;M
Marek Sawicki;1958-04-08;Sawice;Klub Parlamentarny Polskiego Stronnictwa Ludowego;39 Siedlce;;M
Jan Lityński;1946-01-18;Warszawa;Klub Parlamentarny Unii Wolności;48 Wałbrzych;;M
Zofia Wilczyńska;1942-05-24;Wodnik;Sojusz Lewicy Demokratycznej Klub Parlamentarny;20 Koszalin;;F
Danuta Grabowska;1942-07-16;Radom;Sojusz Lewicy Demokratycznej Klub Parlamentarny;37 Radom;;F
Marek Maciej Siwiec;1955-03-13;Piekary Śląskie;Sojusz Lewicy Demokratycznej Klub Parlamentarny;14 Kalisz;;M
Jacek Ciecióra;1956-06-19;Saniki;Klub Parlamentarny Polskiego Stronnictwa Ludowego;33 Piotrków Trybunalski;;M
Aleksander Krawczuk;1922-06-07;Kraków;Sojusz Lewicy Demokratycznej Klub Parlamentarny;21 Kraków;;M
Stanisław Dzienisiewicz;1954-03-01;Kowale Oleckie;Sojusz Lewicy Demokratycznej Klub Parlamentarny;43 Suwałki;;M
Adam Rychliczek;1960-09-05;Chełm;Klub Parlamentarny Polskiego Stronnictwa Ludowego;07 Chełm;;M
Kazimierz Nycz;1949-10-07;Hermanowice;Sojusz Lewicy Demokratycznej Klub Parlamentarny;36 Przemyśl;;M
Krzysztof Janik;1950-06-11;Kielce;Sojusz Lewicy Demokratycznej Klub Parlamentarny;46 Tarnów;;M
Kazimierz Pańtak;1949-01-05;Szczecin;Sojusz Lewicy Demokratycznej Klub Parlamentarny;52 Zielona Góra;;M
Tadeusz Biliński;1932-12-04;Trzemeszno;Sojusz Lewicy Demokratycznej Klub Parlamentarny;52 Zielona Góra;;M
Janusz Onyszkiewicz;1937-12-18;Lwów;Klub Parlamentarny Unii Wolności;36 Przemyśl;;M
Zbigniew Mączka;1954-09-10;Dębica;Klub Parlamentarny Unii Wolności;38 Rzeszów;;M
Andrzej Skrzyński;1945-11-17;Jankowa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;46 Tarnów;;M
Janusz Lemański;1950-12-01;Krosno n/Wisłoką;Sojusz Lewicy Demokratycznej Klub Parlamentarny;21 Kraków;;M
Stanisław Janas;1953-11-15;Mielec;Sojusz Lewicy Demokratycznej Klub Parlamentarny;38 Rzeszów;;M
Grażyna Staniszewska;1949-11-02;Bielsko-Biała;Klub Parlamentarny Unii Wolności;05 Bielsko-Biała;;F
Ryszard Kołodziej;1948-12-04;Dębno;Klub Parlamentarny Polskiego Stronnictwa Ludowego;12 Gorzów Wielkopolski;;M
Józef Kalisz;1947-07-05;Baczków;Klub Parlamentarny Polskiego Stronnictwa Ludowego;46 Tarnów;;M
Władysław Frasyniuk;1954-11-25;Wrocław;Klub Parlamentarny Unii Wolności;50 Wrocław;;M
Irena Petryna;1950-01-06;Prażmowo;Klub Parlamentarny Polskiego Stronnictwa Ludowego;29 Olsztyn;;F
Marek Dyduch;1957-08-27;Świdnica;Sojusz Lewicy Demokratycznej Klub Parlamentarny;48 Wałbrzych;;M
Maria Stolzman;1929-08-02;Suserz-Gostynin;Klub Parlamentarny Unii Wolności;18 Kielce;;F
Barbara Blida;1949-12-03;Siemianowice Śląskie;Sojusz Lewicy Demokratycznej Klub Parlamentarny;16 Katowice;;F
Jerzy Zakrzewski;1945-01-06;Dąbrowa woj.ciechanowskie;Sojusz Lewicy Demokratycznej Klub Parlamentarny;11 Gdańsk;;M
Janusz Grott;1944-07-17;Dąbrowa Tarnowska;Unia Pracy Klub Parlamentarny;23 Legnica;;M
Jan Okoński;1953-05-07;Kraków;Klub Parlamentarny Unii Wolności;21 Kraków;;M
Janusz Maćkowiak;1950-05-04;Zakrzewo;Klub Parlamentarny Polskiego Stronnictwa Ludowego;24 Leszno;;M
Ryszard Jacek Żochowski;1941-06-19;Warszawa;Sojusz Lewicy Demokratycznej Klub Parlamentarny;01 Warszawa;;M
Marek Lewandowski;1948-09-29;Ciechocinek;Sojusz Lewicy Demokratycznej Klub Parlamentarny;09 Częstochowa;;M
Henryk Kisielewski;1955-10-05;Dobrzyń n/Wisłą;Klub Parlamentarny Polskiego Stronnictwa Ludowego;34 Płock;;M
Wiesław Kossakowski;1957-10-17;Płock;Sojusz Lewicy Demokratycznej Klub Parlamentarny;34 Płock;;M
