nm0640606;Peggy O'Day;19;1898;Angel Citizens|Trail's End|The Man Getter|Travelin' Fast|Moccasins|Red Blood and Blue|Riders of Mystery|Riders of the Sand Storm|Whistling Jim|Hoof Marks|The Clean-Up Man|Shootin' Square|Rose of the Desert|The Three Buckaroos|Ace of the Law|His Last Bullet|Battlin' Buckaroo|Up and at 'Em|Fast and Furious|
nm0751201;J. Gordon Russell;19;1883;When a Man Rides Alone|The Testing Block|Three Word Brand|Kindled Courage|The Trail of Hate|Mile-a-Minute Romeo|Singer Jim McKee|Hard-Hittin' Hamilton|The Western Wallop|Flying Hoofs|The Galloping Jinx|Hearts and Spurs|A Roaring Adventure|The Sign of the Cactus|Tumbleweeds|Spurs and Saddles|Saddle Mates|Quicker'n Lightnin'|The Sagebrusher|
nm0001559;Audie Murphy;19;1924;Kansas Raiders|The Kid from Texas|Sierra|The Cimarron Kid|Column South|Tumbleweed|Drums Across the River|Ride Clear of Diablo|No Name on the Bullet|Cast a Long Shadow|Hell Bent for Leather|Posse from Hell|Showdown|Apache Rifles|Bullet for a Badman|Gunfight at Comanche Creek|The Quick Gun|Arizona Raiders|Gunpoint|
nm0211922;Anthony Steffen;19;1930;Lone and Angry Man|Blood at Sundown|A Few Dollars for Django|$1,000 on the Black|Seven Dollars to Kill|Ringo, the Mark of Vengeance|Gentleman Killer|Two Pistols and a Coward|Dead Men Don't Count|Django the Bastard|Una lunga fila di croci|A Stranger in Paso Bravo|Arizona Colt Returns|Dead Are Countless|Shango|They Believed He Was No Saint|Il mio nome è Scopone e faccio sempre cappotto|Viva! Django|Man Who Cried for Revenge|
nm0639495;Dave O'Brien;19;1912;Gun Packer|Code of the Cactus|Flaming Lead|Water Rustlers|Queen of the Yukon|Billy the Kid Wanted|The Gunman from Bodie|Down Texas Way|King of the Stallions|Law and Order|Sheriff of Sage Valley|Fighting Valley|Dead or Alive|Outlaw Roundup|The Whispering Skull|Flaming Bullets|Frontier Fugitives|Three in the Saddle|Buzzy Rides the Range|
nm0875861;Forrest Tucker;19;1919;Adventures in Silverado|The Plunderers|Brimstone|Hellfire|Rock Island Trail|California Passage|The Nevadan|Flaming Feather|Warpath|Ride the Man Down|San Antone|Jubilee Trail|The Vanishing American|Stagecoach to Fury|The Deerslayer|The Quiet Gun|Fort Massacre|Gunsmoke in Tucson|Barquero|
nm0593369;Gordon Mitchell;19;1923;Three Graves for a Winchester|Born to Kill|Beyond the Law|Down with Your Hands... You Scum!|Coffin Full of Dollars|Finders Killers|Adios Compañeros|Stay Away from Trinity... When He Comes to Eldorado|Shanghai Joe|Let's Go and Kill Sartana|Sapevano solo uccidere|Once Upon a Time in the Wild, Wild West|Magnificent West|Cry of Death|Tiger from River Kwai|A Gunman Called Dakota|Django and Sartana Are Coming... It's the End|His Colt, Himself, His Revenge|Seven Devils on Horseback|
nm0364866;Joe Harris;19;1870;Three Mounted Men|Ace of the Saddle|Bare Fists|A Fight for Love|Marked Men|The Outcasts of Poker Flat|Rider of the Law|Riders of Vengeance|Human Stuff|Overland Red|Sundown Slim|The Freeze-Out|The Wallop|The Bear Cat|For Big Stakes|The Loaded Door|Pardon My Nerve!|Canyon of the Fools|The White Rider|
nm0668514;Claude Payton;19;1882;Bells of San Juan|Catch My Smoke|The Desert Bridegroom|The Desert's Crucible|Do and Dare|The Masked Avenger|The Devil's Dooryard|The Back Trail|Daring Chances|The Desert Outlaw|The Man from Wyoming|The Riddle Rider|Dangerous Odds|Gold and the Girl|The Texas Trail|The Yellow Back|The Western Whirlwind|The Law Rustlers|Two-Fisted Jefferson|
nm0000955;Ward Bond;19;1903;White Eagle|Unknown Valley|The Fighting Code|The Fighting Ranger|Fighting Shadows|Justice of the Range|Avenging Waters|The Cattle Thief|Dakota|3 Godfathers|Wagon Master|The Great Missouri Raid|Only the Valiant|Hellgate|The Moonlighter|Gypsy Colt|Dakota Incident|Pillars of the Sky|The Searchers|
nm0192110;Lester Cuneo;19;1888;Desert Love|The Terror|The Ranger and the Law|Blazing Arrows|Blue Blazes|The Masked Avenger|The Eagle's Feather|The Vengeance of Pierre|Range Vultures|Ridin' Fool|Two Fisted Thompson|Western Promise|Lone Hand Wilson|Fighting Jim Grant|Hearts of the West|The Lone Hand Texan|Silver Spurs|Trapped in the Air|The Devil's Ghost|
nm0384610;Riley Hill;19;1914;Rawhide Rangers|Ghost Guns|Gun Smoke|The Lost Trail|The Navajo Trail|Sheriff of Cimarron|Border Bandits|Trigger Fingers|Under Arizona Skies|Code of the Saddle|Flashing Guns|Law of the West|Lawless Code|Shadows of the West|Western Renegades|Fence Riders|Law of the Panhandle|Range Justice|Six Gun Mesa|
nm0725587;Joe Rickson;20;1880;The Three Godfathers|The Purple Riders|Brass Commandments|Code of the Wilderness|Rip Roarin' Roberts|Rough Ridin'|Action Galore|The Bad Lands|Fast Fightin'|Rawhide|Border Blackbirds|A Trick of Hearts|Cactus Crandall|The Human Tornado|A Two-Fisted Sheriff|Land of the Lawless|Outlawed|Two-Gun of the Tumbleweed|The Home Trail|Go-Get-Em Garringer|
nm0366133;Al Hart;20;1875;The Challenge of Chance|The Cowboy Ace|The Range Pirate|The White Masks|Cross Roads|Gold Grabbers|So This Is Arizona|Angel Citizens|Trail's End|Shadows of the North|The Outlaw Express|The Devil's Twin|The Long Loop on the Pecos|The Man from Hard Pan|The Ridin' Rowdy|The Ballyhoo Buster|.45 Calibre War|Rustlers of the Night|Spawn of the Desert|Trail to Red Dog|
nm0265490;William Fairbanks;20;1894;Wolf Lowry|Montana Bill|The Devil's Dooryard|Border Women|The Cowboy and the Flapper|Down by the Rio Grande|That Wild West|Spoilers of the West|The Vanishing West|The Medicine Man|The Law Rustlers|Peaceful Peters|Spawn of the Desert|Sun Dog Trails|A Western Demon|The Clean-Up|Hell's Border|Fighting Hearts|Go Get Him|Hearts of the West|
nm0000795;Jean Arthur;20;1900;Biff Bang Buddy|Bringin' Home the Bacon|Fast and Fearless|Travelin' Fast|The Fighting Smile|The Hurricane Horseman|A Man of Nerve|Tearin' Loose|Thundering Through|The Block Signal|Born to Battle|The Cowboy Cop|Double Daring|The Fighting Cheat|Lightning Bill|The Roaring Rider|Twisted Triggers|Under Fire|Arizona|Shane|
nm0255199;James Ellison;20;1910;The Eagle's Brood|Hop-a-Long Cassidy|Bar 20 Rides Again|Call of the Prairie|Heart of the West|Three on the Trail|Trail Dust|Last of the Wild Horses|Colorado Ranger|Fast on the Draw|Hostile Country|I Killed Geronimo|Marshal of Heldorado|The Texan Meets Calamity Jane|West of the Brazos|Oklahoma Justice|Whistling Hills|Man from the Black Hills|Texas City|Texas Lawmen|
nm0444740;Tom Keene;20;1896;Tide of Empire|The Dude Wrangler|Beyond the Rockies|Partners|The Saddle Buster|The Cheyenne Kid|Sunset Pass|Rebellion|The Law Commands|Romance of the Rockies|The Driftin' Kid|Dynamite Canyon|Lone Star Law Men|Wanderers of the West|Under the Tonto Rim|Desperadoes of the West|Storm Over Wyoming|Raw Timber|Where Trails End|Wild Horse Mesa|
nm0246703;Paquito Diaz;20;1937;Ang dayuhan|Ang pagbabalik ni Daniel Barrion|Wild, Wild Jess|Simon bastardo|Sebastian|Pistolero|Johnny West|Atlas, Hari, Sota|Shotgun Kid|Mga ligaw na punglo|Kapwa Kidlat|Dimas-Guerrero|Harabas Is Still My Name|Kidlat at Kamandag|Fando|Cimarron|Hari ng Lahat|Darmo Solo|Monleon Brothers|The Gunman|
nm0639563;George O'Brien;20;1899;Rough Romance|A Holy Terror|Riders of the Purple Sage|The Golden West|The Last Trail|Life in the Raw|Frontier Marshal|When a Man's a Man|The Border Patrolman|Daniel Boone|O'Malley of the Mounted|Lawless Valley|The Renegade Ranger|Arizona Legion|The Fighting Gringo|Racketeers of the Range|Timber Stampede|Trouble in Sundown|Prairie Law|Stage to Chino|
nm0392442;Jack Holt;20;1888;While Satan Sleeps|North of 36|Wanderer of the Wasteland|The Light of Western Stars|The Thundering Herd|Wild Horse Mesa|The Enchanted Hill|Man of the Forest|The Mysterious Rider|The Vanishing Pioneer|The Water Hole|Sunset Pass|The Border Legion|End of the Trail|The Wild Frontier|The Arizona Ranger|The Strawberry Roan|Red Desert|Return of the Frontiersman|King of the Bullwhip|
nm0934290;Whip Wilson;21;1911;Arizona Territory|Crashing Thru|Haunted Trails|Range Land|Riders of the Dusk|Shadows of the West|Cherokee Uprising|Fence Riders|Gunslingers|Outlaws of Texas|Silver Raiders|Abilene Trail|Canyon Raiders|Lawless Cowboys|Nevada Badmen|Stage to Blue River|The Gunman|Wyoming Roundup|Montana Incident|Night Raiders|Stagecoach Driver|
nm0497200;Duke R. Lee;21;1881;Straight Shooting|Hell Bent|Ace of the Saddle|The Best Bad Man|'If Only' Jim|Vanishing Trails|The White Horseman|In the Days of Buffalo Bill|Just Tony|Tracked to Earth|Mile-a-Minute Romeo|The Oregon Trail|Fighting Fury|The Call of Courage|Don Dare Devil|Flying Hoofs|The White Outlaw|Rustlers' Ranch|Sky High Corral|The Circus Ace|Adventures of Texas Jack|
nm0366457;Neal Hart;21;1879;Smashing Through|Black Sheep|Butterfly Range|West of the Pecos|The Devil's Bowl|Safeguarded|The Verdict of the Desert|The Scarlet Brand|Wild Horse|The Forbidden Range|The Fighting Strain|The Left Hand Brand|Salty Saunders|Trucker's Top Hand|Valley of Vanishing Men|The Reckless Rider|When the Desert Smiles|Hell's Oasis|His Destiny|Below the Rio Grande|Lawless Men|
nm0285643;Francis Ford;21;1881;John Ermine of Yellowstone|A Man from Nowhere|Action|Another Man's Boots|So This Is Arizona|Three Jumps Ahead|The Red Rider|Ridin' Thunder|The Sign of the Cactus|The Devil's Saddle|Men of Daring|One Glorious Scrap|The Indians Are Coming|Song of the Caballero|Life in the Raw|Last of the Duanes|The Far Frontier|Lash of the Whip|A Rodeo Mixup|The Stampede|In the Days of the Covered Wagon|
nm0175413;Buck Connors;21;1880;The Phantom Riders|Action|The Duke of Chimney Butte|Tracked to Earth|Biff Bang Buddy|Hidden Loot|Ridin' Thunder|The Riding Rascal|The Yellow Back|The Broncho Buster|Hands Off|The Mojave Kid|Straight Shootin'|The Crimson Canyon|The Phantom Flyer|Grit Wins|Headin' for Trouble|No Man's Range|The Law Rides|Outlawed|The Slingshot Kid|
nm0221488;William Desmond;21;1878;The Dawn Maker|Deuce Duncan|Bare-Fisted Gallagher|A Sagebrush Hamlet|Shadows of the North|The Riddle Rider|Blood and Steel|The Burning Trail|Duped|The Meddler|Ridin' Pretty|Straight Through|The Winking Idol|The Mystery Rider|The Vanishing Rider|Oklahoma Jim|The Vanishing Legion|The Last Frontier|Wild Life|Fighting Back|Devil's Canyon|
nm0463264;Fred Kohler;21;1887;Cyclone Bliss|The Milky Way|Three Who Paid|The Red Warning|Shadows of the North|Fighting Fury|Open Range|Shootin' Irons|The Vanishing Pioneer|Hell's Heroes|The Rider of Death Valley|The Texas Bad Man|The Fiddlin' Buckaroo|The Last Round-Up|West of the Pecos|Trails End|Wilderness Mail|For the Service|Lawless Valley|Lightning Triggers|The Stampede|
nm0011389;Ted Adams;21;1890;God's Country and the Man|Rider of the Plains|The Ridin' Fool|Human Targets|War of the Range|The Law of 45's|Lawless Border|Arizona Gunfighter|Guns in the Dark|Lightning Carson Rides Again|Six-Gun Trail|Code of the Cactus|Outlaws' Paradise|Texas Wildcats|Trigger Fingers|Pinto Canyon|Pioneer Days|Straight Shooter|The Lone Rider in Frontier Fury|Red River Renegades|Undercover Man|
nm0427157;I. Stanford Jolley;21;1900;Trail of the Silver Spurs|Blazing Frontier|The Whispering Skull|Fighting Bill Carson|Flaming Bullets|Frontier Fugitives|Ambush Trail|Silver Range|Six Gun Man|Terrors on Horseback|Oklahoma Blues|Haunted Trails|Desperadoes of the West|Canyon Raiders|The Longhorn|Nevada Badmen|Oklahoma Justice|Whistling Hills|Waco|Trouble at Melody Mesa|Texas Lawmen|
nm0728811;Tex Ritter;21;1905;Headin' for the Rio Grande|Trouble in Texas|Roll Wagons Roll|Rollin' Westward|Sundown on the Prairie|Arizona Frontier|Rainbow Over the Range|Rhythm of the Rio Grande|Take Me Back to Oklahoma|King of Dodge City|The Pioneers|Ridin' the Cherokee Trail|Arizona Trail|Cheyenne Roundup|Tenting Tonight on the Old Camp Ground|Dead or Alive|The Whispering Skull|Flaming Bullets|Frontier Fugitives|Three in the Saddle|The Marshal of Windy Hollow|
nm0204824;Jim Davis;22;1909;Hellfire|California Passage|Cavalry Scout|Silver Canyon|Three Desperate Men|Rose of Cimarron|The Outlaw's Daughter|Frontier Gambler|The Wild Dakotas|Apache Warrior|Duel at Apache Wells|Last Stagecoach West|The Quiet Gun|Raiders of Old California|Flaming Frontier|The Toughest Gun in Tombstone|Wolf Dog|A Lust to Kill|Noose for a Gunman|The Gambler Wore a Gun|Bad Company|Border Lust|
nm0179131;Ben Corbett;22;1892;West of the Pecos|The Phantom Horseman|The Outlaw's Daughter|Without Orders|The Man from Hard Pan|The Bronc Stomper|.45 Calibre War|The Lonesome Trail|Phantom of the Desert|Riders of the Rio|Trouble Busters|For the Service|Six-Gun Trail|Code of the Cactus|Outlaws' Paradise|Texas Wildcats|Trigger Fingers|Straight Shooter|Gun Smoke|Sagebrush Lady|The Border Menace|The Whirlwind Rider|
nm0920438;Ted Wells;22;1899;Desert Dust|Straight Shootin'|Across the Plains|Arizona Speed|Beauty and Bullets|The Clean-Up Man|The Crimson Canyon|Greased Lightning|A Made-To-Order Hero|Thunder Riders|The Border Wildcat|Born to the Saddle|Grit Wins|The Ridin' Demon|The Smiling Terror|White Renegade|Cheyenne Trails|The Thrill Chaser|Where the West Begins|Defying the Law|Forbidden Trails|Clicking Hoofs|
nm0735785;Dagoberto Rodríguez;23;1916;El charro Negro en el norte|El lobo solitario|Vuelve el lobo|¡Vaya tipos!|Juan sin miedo|El caudillo|Duelo indio|The Coup de Grace|El asaltacaminos|El jinete negro|La ley del más rápido|La muerte en el desfiladero|El puma|Horizontes de sangre|Pueblo de odios|Alias El Alacrán|El muchacho de Durango|El solitario|Cinco asesinos esperan|Outside the Law|El mexicano|El temerario|Los chacales|
nm0829726;Peggy Stewart;23;1923;Cheyenne Wildcat|Sheriff of Las Vegas|Silver City Kid|Stagecoach to Monterey|Bandits of the Badlands|Marshal of Laredo|Oregon Trail|Rough Riders of Cheyenne|Alias Billy the Kid|California Gold Rush|Days of Buffalo Bill|The Phantom Rider|Red River Renegades|Sheriff of Redwood Valley|Stagecoach to Denver|Rustlers of Devil's Canyon|Dead Man's Gold|Tex Granger: Midnight Rider of the Plains|Frontier Revenge|Cody of the Pony Express|The Black Lash|Kansas Territory|Conquest of Cheyenne|
nm0852305;Dub Taylor;23;1907;Taming of the West|The Return of Wild Bill|King of Dodge City|North from the Lone Star|The Return of Daniel Boone|The Son of Davy Crockett|The Lone Prairie|Cowboy in the Clouds|Silver City Raiders|Cowboy from Lonesome River|Sagebrush Heroes|Outlaws of the Rockies|Rustlers of the Badlands|Oklahoma Blues|Brand of Fear|Gun Law Justice|Gun Runner|Lawless Code|Hands Across the Rockies|Riders of the Northwest Mounted|Wyoming Hurricane|Rough Ridin' Justice|Beartooth|
nm0207023;Rodolfo de Anda;23;1943;El hombre de negro|Muerte en la feria|La mula de Cullen Baker|El hijo del charro negro|Alias El Alacrán|El muchacho de Durango|El solitario|El texano|Un hombre peligroso|El zurdo|Outside the Law|Hombres de roca|Rancho solo|Tierra de violencia|Arriba las manos Texano|Una horca para el Texano|El buscabullas|Los indomables|Siete muertes para el texano|Dos valientes|Los hombres no lloran|Traiganlos vivos o muertos|¡Ay, Jalisco no te rajes!|
nm0571770;Robert McKim;23;1886;The Disciple|The Devil's Double|Jim Grimsby's Boy|The Primal Lure|The Silent Man|'Blue Blazes' Rawden|Wagon Tracks|The Westerners|Riders of the Dawn|The U.P. Trail|Man of the Forest|The Mysterious Rider|Without Compromise|Dead Game|The Galloping Ace|Ride for Your Life|Spook Ranch|The Dead Line|The Tough Guy|The Denver Dude|Tex|Partners Three|Out of the Dust|
nm0086706;Robert Blake;24;1933;Cheyenne Wildcat|Marshal of Reno|The San Antonio Kid|Sheriff of Las Vegas|Tucson Raiders|Vigilantes of Dodge City|Colorado Pioneers|Marshal of Laredo|Phantom of the Plains|Wagon Wheels Westward|California Gold Rush|Santa Fe Uprising|Sheriff of Redwood Valley|Stagecoach to Denver|Sun Valley Cyclone|Homesteaders of Paradise Valley|Marshal of Cripple Creek|Oregon Trail Scouts|Rustlers of Devil's Canyon|Vigilantes of Boomtown|Tell Them Willie Boy Is Here|Conquest of Cheyenne|Lone Texas Ranger|Great Stagecoach Robbery|
nm0403636;Paul Hurst;24;1888;Whispering Smith|Medicine Bend|Rimrock Jones|Smashing Through|The High Hand|The Outlaw Express|The Devil's Saddle|The Man from Hard Pan|The Red Raiders|The California Mail|The Big Stampede|Wilderness Mail|California Firebrand|Prince of the Plains|Son of God's Country|Law of the Golden West|Outcasts of the Trail|Pioneer Marshal|Ranger of Cherokee Strip|San Antone Ambush|South of Rio|The Missourians|The Old Frontier|Rider of the Law|
nm0201660;Frankie Darro;24;1917;The Cowboy Musketeer|The Wyoming Wildcat|The Arizona Streak|Born to Battle|The Cowboy Cop|Out of the West|Red Hot Hoofs|Wild to Go|Cyclone of the Range|The Desert Pirate|The Flying U Ranch|Lightning Lariats|Tom's Gang|The Avenging Rider|Phantom of the Range|The Texas Tornado|When the Law Rides|Idaho Red|Trail of the Horse Thieves|The Lightning Warrior|The Devil Horse|Valley of Wanted Men|The Great Adventures of Wild Bill Hickok|The Lawless Rider|
nm0156173;George Chesebro;24;1888;Safeguarded|The Block Signal|Rustlers' Ranch|Lariats and Six-Shooters|Wild West Whoopee|The Fighting Champ|Border Guns|Wild Mustang|Lucky Terror|Roamin' Wild|Rio Grande|Law of the Wolf|Check Your Guns|Cheyenne Takes Over|The Fighting Vigilantes|Stage to Mesa City|Streets of Ghost Town|Humanizing Mr. Winsby|The Land Just Over Yonder|The Border Menace|The Whirlwind Rider|Western Racketeers|The Legend of the Lone Ranger|The Lone Ranger Story|
nm1047761;Victor Bravo;24;\N;Ang dayuhan|3 kilabot sa barilan|San Bernardo|Baril sa aking kamay|Dugong Tigre|Atlas, Hari, Sota|Shotgun Kid|Gun for Hire|Duelo sa Tierra Libre|Gunfighter|Isa Lang ang Hari|Hanggang may buhay|Fando|Ang Nabubuhay sa Baril|Bilis ng Kamay|Daniel Barrion|Johnny Vaquero|The Bandits|Sabayan|Lapid Brothers|Kambal Kidlat|Sharpshooter|Monleon Brothers|The Gunman|
nm0181003;Ray Corrigan;24;1902;Ghost-Town Gold|Gunsmoke Ranch|The Trigger Trio|Wild Horse Rodeo|Call the Mesquiteers|Heroes of the Hills|Outlaws of Sonora|Overland Stage Raiders|Red River Range|Riders of the Black Hills|New Frontier|The Night Riders|Three Texas Steers|Wyoming Outlaw|West of Pinto Basin|The Kid's Last Ride|Trail of the Silver Spurs|Wrangler's Roost|Boot Hill Bandits|Saddle Mountain Roundup|Black Market Rustlers|Bullets and Saddles|Cowboy Commandos|Land of Hunted Men|
nm0568316;Nelson McDowell;24;1870;Shod with Fire|Blood Test|Cactus Trails|Gold and Grit|Idaho|The Iron Rider|The Phantom Bullet|The Ramblin' Galoot|That Girl Oklahoma|Border Blackbirds|Hands Off|The Vanishing Rider|Grit Wins|Law of the Rio Grande|Texas Jack|Roll Wagons Roll|Pioneer Days|The Outlaw Breaker|Lighting Bill|Rawhide Mail|On the Go|Hoodoo Ranch|Code of the Range|Defying the Law|
nm0715458;Ione Reed;25;1903;A Desperate Chance|Battling Kid|Blue Streak O'Neil|Bucking the Truth|Buried Gold|Chasing Trouble|Fighting Luck|The Fighting Ranger|The Road Agent|Across the Plains|Captain Cowboy|An Oklahoma Cowboy|Riders of the Storm|The Man from Nowhere|The Range Raiders|Rider of the Law|Son of a Gun|Cheyenne Trails|The Texas Terror|Trails of Treachery|West of Paradise|Outlaw's Paradise|Roaring Guns|Below the Border|Western Honor|
nm0161366;Fred Church;25;1889;The Long Chance|Shootin' Mad|The Man from New York|Prince of the Saddle|Secrets of the Range|The Unknown Rider|The Apache Kid's Escape|Flying Lariats|Riders of the Cactus|Wild West Whoopee|Border Guns|Riders of Vengeance|Rough and Ready|Signal Fires|Stacked Cards|Trails of Treachery|Two Fisted Buckaroo|Western Methods|The Son-of-a-Gun|Devil's Canyon|The Ridin' Kid|So This Is Arizona|Cowboy Cavalier|The Fighting Kid|The Ranch of the Hoodoos|
nm0940617;Harry Woods;25;1889;Don Quickshot of the Rio Grande|The Bandit's Baby|A Man Four-Square|Jesse James|Silver Comes Through|Splitting the Breeze|Tom's Gang|'Neath Western Skies|The Phantom Rider|The Lone Rider|In Old Cheyenne|The Texas Ranger|West of Cheyenne|Texas Gun Fighter|When a Man's a Man|The Lawless Nineties|Courage of the West|Reckless Ranger|In Early Arizona|Rolling Caravans|Riders of the West|West of the Law|Beyond the Last Frontier|Bordertown Gun Fighters|Battlin' Buckaroo|
nm0131713;Rod Cameron;25;1910;Panhandle|Renegades of the Rio Grande|Pirates of Monterey|Belle Starr's Daughter|The Plunderers|River Lady|Brimstone|Stampede|Short Grass|Stage to Tucson|Cavalry Scout|Fort Osage|Ride the Man Down|Wagons West|San Antone|Southwest Passage|Santa Fe Passage|Yaqui Drums|Spoilers of the Forest|The Gun Hawk|Bullets Don't Argue|The Bounty Killer|Requiem for a Gunfighter|Bullets and the Flesh|Old Firehand|
nm0824700;William Steele;25;1888;A Knight of the Range|The Fighting Gringo|A Marked Man|The Secret Man|The Phantom Riders|Riding with Death|The Wallop|Bells of San Juan|Pardon My Nerve!|Dead Game|Don Quickshot of the Rio Grande|Don Dare Devil|The Hurricane Kid|Two-Fisted Jones|A Six Shootin' Romance|The Valley of Hell|The Wild Horse Stampede|Hoof Marks|Loco Luck|Range Courage|Rough and Ready|The Black Ace|Thunder Riders|Sagebrush Lady|The Stranger|
nm0670409;Vester Pegg;25;1887;Bucking Broadway|A Marked Man|The Secret Man|Hell Bent|The Scarlet Drop|Thieves' Gold|Bare Fists|Rider of the Law|Vanishing Trails|The Fighting Stranger|The Last Chance|The Raiders|The Struggle|Boomerang Justice|The Kickback|His Own Law|The Hurricane Horseman|The Shield of Silence|Tearin' Loose|The Broken Law|The Desert Pirate|Lone Fighter|Rough Going|When the Desert Smiles|The Galloping Devil|
