#teryt;#id
021905;46075
021905;46076
021906;46077
021906;46078
021906;46079
021906;46080
021906;46081
021906;46082
021906;46083
021906;46084
021906;46085
021906;46086
021906;46087
021906;46088
021906;46089
021906;46090
021906;46091
021906;46092
021906;46093
021906;46094
021906;46095
021906;46096
021906;46097
021906;46098
021906;46099
021906;46100
021906;46101
021907;46102
021907;46103
021907;46104
021907;46105
021907;46106
021907;46107
021907;46108
021907;46109
021907;46110
021907;46111
021908;46112
021908;46113
021908;46114
021908;46115
021908;46116
021908;46117
021908;46118
021908;46119
021908;46120
021908;46121
021908;90121
022001;46122
022001;46123
022001;46124
022001;46125
022001;46126
022001;46127
022001;46128
022001;46129
022001;46130
022001;46131
022001;46132
022001;46133
022001;90122
022001;90123
022001;90124
022001;90125
022002;46134
022002;46135
022002;46136
022002;46137
022002;46138
022003;46139
022003;46140
022003;46141
022003;46142
022003;46143
022003;46144
022003;46145
022003;46146
022003;46147
022003;46148
022003;46149
022003;46150
022003;46151
022003;46152
022003;46153
022003;46154
022003;90126
022004;46155
022004;46156
022004;46157
022004;46158
022005;46159
022005;46160
022005;46161
022006;46162
022006;46163
022006;46164
022006;46165
022006;46166
022006;46167
022006;46168
022006;46169
022006;46170
022006;90127
022101;46171
022101;46172
022101;46173
022101;46174
022101;46175
022101;46176
022101;46177
022101;46178
022101;46179
022102;46180
022102;46181
022102;46182
022102;46183
022102;46184
022103;46185
022103;46186
022103;46187
022103;46188
022103;46189
022104;46190
022104;46191
022104;46192
022104;46193
022104;46194
022105;46195
022105;46196
022105;46197
022105;46198
022105;46199
022105;46200
022106;46201
022106;46202
022106;46203
022106;46204
022106;46205
022106;46206
022106;46207
022106;46208
022107;46209
022107;46210
022107;46211
022107;46212
022107;46213
022107;46214
022108;46215
022108;46216
022108;46217
022108;46218
022108;46219
022201;46220
022201;46221
022201;46222
022201;46223
022201;46224
022201;46225
022201;46226
022201;46227
022201;46228
022201;46229
022201;46230
022202;46231
022202;46232
022202;46233
022202;46234
022202;46235
022202;46236
022202;46237
022203;46238
022203;46239
022203;46240
022203;46241
022203;46242
022203;46243
022203;46244
022203;46245
022203;46246
022203;46247
022203;46248
022203;46249
022203;46250
022203;90128
022203;90129
022203;90130
022301;46251
022301;46252
022301;46253
022301;46254
022301;46255
022301;46256
022302;46257
022302;46258
022302;46259
022302;46260
022302;46261
022302;46262
022302;46263
022302;46264
022302;46265
022302;46266
022302;46267
022302;46268
022302;46269
022302;46270
022302;46271
022302;46272
022302;46273
022302;46274
022303;46275
022303;46276
022304;46277
022304;46278
022304;46279
022304;46280
022304;46281
022304;46282
022304;46283
022304;46284
022304;46285
022304;46286
022304;46287
022305;46288
022305;46289
022305;46290
022305;46291
022305;46292
022305;46293
022305;46294
022305;46295
022305;46296
022305;46297
022305;46298
022305;46299
022306;46300
022306;46301
022306;46302
022306;90131
022307;46303
022307;46304
022307;46305
022307;46306
022307;46307
022307;46308
022308;46309
022308;46310
022308;46311
022308;46312
022308;46313
022308;46314
022308;46315
022308;46316
022308;46317
022308;46318
022308;46319
022308;46320
022308;46321
022308;46322
022308;46323
022308;46324
022308;46325
022309;46326
022309;46327
022309;46328
022309;46329
022309;46330
022309;46331
022309;46332
022401;46333
022401;46334
022401;46335
022401;46336
022402;46337
022402;46338
022402;46339
022403;46340
022403;46341
022403;46342
022403;46343
022403;46344
022403;46345
022403;46346
022403;46347
022403;46348
022403;46349
022404;46350
022404;46351
022404;46352
022404;46353
022404;46354
022405;46355
022405;46356
022405;46357
022405;46358
022405;46359
022405;46360
022405;46361
022405;46362
022405;46363
022405;46364
022405;46365
022405;46366
022405;46367
022405;46368
022405;46369
022405;46370
022405;46371
022405;46372
022405;46373
022405;46374
022405;46375
022405;90132
022405;90133
022406;46376
022406;46377
022406;46378
022406;46379
022406;46380
022406;46381
022406;46382
022406;46383
022406;46384
022406;46385
022406;46386
022406;46387
022406;46388
022406;46389
022406;46390
022406;46391
022406;46392
022406;46393
022406;46394
022406;90134
022406;90135
022406;90136
022407;46395
022407;46396
022407;46397
022407;46398
022407;46399
022407;46400
022407;46401
022501;46402
022501;46403
022502;46404
022502;46405
022502;46406
022502;46407
022502;46408
022502;46409
022502;46410
022502;46411
022502;46412
022502;46413
022502;46414
022502;46415
022502;46416
022502;46417
022502;46418
022502;46419
022502;46420
022502;46421
022502;46422
022502;46423
022502;46424
022502;90137
022502;90138
022503;46425
022503;46426
022503;46427
022503;46428
022503;46429
022503;46430
022503;46431
022503;46432
022503;46433
022503;46434
022503;46435
022503;46436
022503;46437
022503;46438
022503;46439
022503;46440
022503;46441
022503;46442
022503;46443
022503;46444
022503;46445
022503;90139
022503;90140
022504;46446
022504;46447
022504;46448
022504;46449
022504;46450
022504;46451
022504;46452
022504;46453
022504;46454
022504;46455
022505;46456
022505;46457
022505;46458
022505;46459
022505;46460
022506;46461
022506;46462
022506;46463
022506;46464
022506;46465
022506;46466
022506;46467
022506;46468
022507;46469
022507;46470
022507;46471
022507;46472
022507;46473
022507;46474
022507;46475
022507;46476
022507;46477
022507;46478
022507;46479
022507;46480
022507;46481
022507;46482
022507;46483
022601;46484
022601;46485
022601;46486
022602;46487
022602;46488
022602;46489
022602;46490
022602;46491
022602;46492
022602;46493
022602;46494
022602;46495
022602;90141
022602;90142
022603;46496
022603;46497
022603;46498
022603;46499
022603;46500
022603;46501
022603;46502
022604;46503
022604;46504
022604;46505
022604;46506
022604;46507
022604;46508
022604;46509
022604;46510
022604;46511
022605;46512
022605;46513
022605;46514
022605;46515
022605;46516
022605;46517
022606;46518
022606;46519
022606;46520
022606;46521
022606;46522
022606;46523
022606;46524
026101;46525
026101;46526
026101;46527
026101;46528
026101;46529
026101;46530
026101;46531
026101;46532
026101;46533
026101;46534
026101;46535
026101;46536
026101;46537
026101;46538
026101;46539
026101;46540
026101;46541
026101;46542
026101;46543
026101;46544
026101;46545
026101;46546
026101;46547
026101;46548
026101;46549
026101;46550
026101;46551
026101;46552
026101;46553
026101;46554
026101;46555
026101;46556
026101;46557
026101;46558
026101;46559
026101;46560
026101;46561
026101;46562
026101;46563
026101;46564
026101;46565
026101;90143
026101;90144
026101;90145
026101;90146
026101;90147
026201;46566
026201;46567
026201;46568
026201;46569
026201;46570
026201;46571
026201;46572
026201;46573
026201;46574
026201;46575
026201;46576
026201;46577
026201;46578
026201;46579
026201;46580
026201;46581
026201;46582
026201;46583
026201;46584
026201;46585
026201;46586
026201;46587
026201;46588
026201;46589
026201;46590
026201;46591
026201;46592
026201;46593
026201;46594
026201;46595
026201;46596
026201;46597
026201;46598
026201;46599
026201;46600
026201;46601
026201;46602
026201;46603
026201;46604
026201;46605
026201;46606
026201;46607
026201;46608
026201;46609
026201;46610
026201;46611
026201;46612
026201;90148
026201;90149
026401;46613
026401;46614
026401;46615
026401;46616
026401;46617
026401;46618
026401;46619
026401;46620
026401;46621
026401;46622
026401;46623
026401;46624
026401;46625
026401;46626
026401;46627
026401;46628
026401;46629
026401;46630
026401;46631
026401;46632
026401;46633
026401;46634
026401;46635
026401;46636
026401;46637
026401;46638
026401;46639
026401;46640
026401;46641
026401;46642
026401;46643
026401;46644
026401;46645
026401;46646
026401;46647
026401;46648
026401;46649
026401;46650
026401;46651
026401;46652
026401;46653
026401;46654
026401;46655
026401;46656
026401;46657
026401;46658
026401;46659
026401;46660
026401;46661
026401;46662
026401;46663
026401;46664
026401;46665
026401;46666
026401;46667
026401;46668
026401;46669
026401;46670
026401;46671
026401;46672
026401;46673
026401;46674
026401;46675
026401;46676
026401;46677
026401;46678
026401;46679
026401;46680
026401;46681
026401;46682
026401;46683
026401;46684
026401;46685
026401;46686
026401;46687
026401;46688
026401;46689
026401;46690
026401;46691
026401;46692
026401;46693
026401;46694
026401;46695
026401;46696
026401;46697
026401;46698
026401;46699
026401;46700
026401;46701
026401;46702
026401;46703
026401;46704
026401;46705
026401;46706
026401;46707
026401;46708
026401;46709
026401;46710
026401;46711
026401;46712
026401;46713
026401;46714
026401;46715
026401;46716
026401;46717
026401;46718
026401;46719
026401;46720
026401;46721
026401;46722
026401;46723
026401;46724
026401;46725
026401;46726
026401;46727
026401;46728
026401;46729
026401;46730
026401;46731
026401;46732
026401;46733
026401;46734
026401;46735
026401;46736
026401;46737
026401;46738
026401;46739
026401;46740
026401;46741
026401;46742
026401;46743
026401;46744
026401;46745
026401;46746
026401;46747
026401;46748
026401;46749
026401;46750
026401;46751
026401;46752
026401;46753
026401;46754
026401;46755
026401;46756
026401;46757
026401;46758
026401;46759
026401;46760
026401;46761
026401;46762
026401;46763
026401;46764
026401;46765
026401;46766
026401;46767
026401;46768
026401;46769
026401;46770
026401;46771
026401;46772
026401;46773
026401;46774
026401;46775
026401;46776
026401;46777
026401;46778
026401;46779
026401;46780
026401;46781
026401;46782
026401;46783
026401;46784
026401;46785
026401;46786
026401;46787
026401;46788
026401;46789
026401;46790
026401;46791
026401;46792
026401;46793
026401;46794
026401;46795
026401;46796
026401;46797
026401;46798
026401;46799
026401;46800
026401;46801
026401;46802
026401;46803
026401;46804
026401;46805
026401;46806
026401;46807
026401;46808
026401;46809
026401;46810
026401;46811
026401;46812
026401;46813
026401;46814
026401;46815
026401;46816
026401;46817
026401;46818
026401;46819
026401;46820
026401;46821
026401;46822
026401;46823
026401;46824
026401;46825
026401;46826
026401;46827
026401;46828
026401;46829
026401;46830
026401;46831
026401;46832
026401;46833
026401;46834
026401;46835
026401;46836
026401;46837
026401;46838
026401;46839
026401;46840
026401;46841
026401;46842
026401;46843
026401;46844
026401;46845
026401;46846
026401;46847
026401;46848
026401;46849
026401;46850
026401;46851
026401;46852
026401;46853
026401;46854
026401;46855
026401;46856
026401;46857
026401;46858
026401;46859
026401;46860
026401;46861
026401;46862
026401;46863
026401;46864
026401;46865
026401;46866
026401;46867
026401;46868
026401;46869
026401;46870
026401;46871
026401;46872
026401;46873
026401;46874
026401;46875
026401;46876
026401;46877
026401;46878
026401;46879
026401;46880
026401;46881
026401;46882
026401;46883
026401;46884
026401;46885
026401;46886
026401;46887
026401;46888
026401;90150
026401;90151
026401;90152
026401;90153
026401;90154
026401;90155
026401;90156
026401;90157
026401;90158
026401;90159
026401;90160
026401;90161
026401;90162
026401;90163
026401;90164
026401;90165
026401;90166
026401;90167
026401;90168
026401;90169
026401;90170
026401;90171
026401;90172
026401;90173
026401;90174
026401;90175
026501;46889
026501;46890
026501;46891
026501;46892
026501;46893
026501;46894
026501;46895
026501;46896
026501;46897
026501;46898
026501;46899
026501;46900
026501;46901
026501;46902
026501;46903
026501;46904
026501;46905
026501;46906
026501;46907
026501;46908
026501;46909
026501;46910
026501;46911
026501;46912
026501;46913
026501;46914
026501;46915
026501;46916
026501;46917
026501;46918
026501;46919
026501;46920
026501;46921
026501;46922
026501;46923
026501;46924
026501;46925
026501;46926
026501;46927
026501;46928
026501;46929
026501;46930
026501;46931
026501;46932
026501;46933
026501;46934
026501;46935
026501;46936
026501;46937
026501;46938
026501;46939
026501;46940
026501;46941
026501;46942
026501;46943
026501;46944
026501;46945
026501;46946
026501;46947
026501;46948
026501;46949
026501;46950
026501;46951
026501;46952
026501;46953
026501;46954
026501;90176
026501;90177
026501;90178
026501;90179
026501;90180
026501;90181
040101;46955
040101;46956
040101;46957
040101;46958
040101;46959
040101;46960
040101;46961
040101;46962
040101;90182
040101;90183
040102;46963
040102;46964
040102;46965
040102;46966
040102;46967
040102;46968
040102;46969
040103;46970
040103;46971
040103;46972
040104;46973
040104;46974
040104;46975
040104;46976
040104;46977
040104;46978
040104;46979
040104;46980
040104;46981
040105;46982
040105;46983
040105;46984
040105;46985
040106;46986
040106;46987
040106;46988
040106;46989
040106;46990
040107;46991
040107;46992
040107;46993
040107;46994
040107;90184
040108;46995
040108;46996
040108;46997
040108;46998
040108;46999
040108;47000
040108;47001
040109;47002
040109;47003
040109;47004
040109;47005
040109;90185
040201;47006
040201;47007
040201;47008
040201;47009
040201;47010
040201;47011
040201;47012
040201;47013
040201;47014
040201;47015
040201;47016
040201;47017
040201;47018
040201;47019
040201;47020
040201;90186
040202;47021
040202;47022
040202;47023
040202;47024
040202;47025
040202;47026
040202;90187
040203;47027
040203;47028
040203;47029
040203;47030
040203;47031
040203;47032
040204;47033
040204;47034
040204;47035
040204;47036
040205;47037
040205;47038
040205;47039
040205;47040
040205;47041
040206;47042
040206;47043
040206;47044
040206;47045
040207;47046
040207;47047
040207;47048
040207;47049
040207;47050
040207;47051
040208;47052
040208;47053
040208;47054
040209;47055
040209;47056
040209;47057
040209;47058
040209;47059
040210;47060
040210;47061
040210;47062
040210;47063
040301;47064
040301;47065
040301;47066
040301;47067
040301;47068
040301;47069
040301;47070
040301;47071
040301;47072
040301;47073
040301;47074
040301;47075
040301;47076
040301;47077
040301;47078
040302;47079
040302;47080
040302;47081
040302;47082
040302;47083
040302;47084
040302;47085
040302;47086
040302;47087
040302;47088
040303;47089
040303;47090
040303;47091
040303;47092
040303;47093
040303;47094
040303;47095
040303;47096
040303;47097
040304;47098
040304;47099
040304;47100
040304;47101
040304;47102
040304;47103
040304;47104
040304;47105
040304;47106
040304;47107
040304;47108
040304;47109
040304;47110
040304;47111
040304;47112
040304;47113
040304;47114
040304;47115
040304;47116
040304;47117
040304;47118
040304;90188
040304;90189
040305;47119
040305;47120
040305;47121
040305;47122
040305;47123
040305;47124
040305;47125
040306;47126
040306;47127
040306;47128
040306;47129
040306;47130
040306;47131
040306;47132
040306;47133
040306;47134
040306;47135
040307;47136
040307;47137
040307;47138
040307;47139
040307;47140
040307;47141
040307;47142
040307;47143
040307;47144
040307;47145
040307;90190
040308;47146
040308;47147
040308;47148
040308;47149
040308;47150
040308;47151
040308;47152
040308;47153
040308;47154
040308;47155
040308;47156
040308;47157
040401;47158
040401;47159
040401;47160
040401;47161
040401;47162
040401;47163
040401;47164
040401;47165
040401;47166
040401;47167
040401;47168
040401;47169
040401;47170
040401;47171
040401;47172
040401;90191
040401;90192
040401;90193
040402;47173
040402;47174
040402;47175
040402;47176
040403;47177
040403;47178
040403;47179
040403;47180
040403;47181
040404;47182
040404;47183
040404;47184
040404;47185
040405;47186
040405;47187
040405;47188
040405;47189
040405;47190
040406;47191
040406;47192
040406;47193
040406;47194
040406;47195
040406;47196
040407;47197
040407;47198
040407;47199
040407;47200
040407;47201
040501;47202
040501;47203
040501;47204
040501;47205
040501;47206
040501;47207
040501;90194
040502;47208
040502;47209
040502;47210
040502;47211
040503;47212
040503;47213
040503;47214
040503;47215
040503;47216
040504;47217
040504;47218
040504;47219
040504;47220
040504;47221
040504;47222
040504;47223
040504;47224
040505;47225
040505;47226
040505;47227
040505;47228
040506;47229
040506;47230
040506;47231
040506;47232
040601;47233
040601;47234
040601;47235
040601;47236
040601;47237
040601;47238
040601;47239
040601;47240
040601;47241
040601;47242
040601;47243
040602;47244
040602;47245
040602;47246
040602;47247
040602;47248
040602;47249
040602;47250
040603;47251
040603;47252
040603;47253
040603;47254
040603;47255
040603;47256
040603;47257
040603;47258
040603;90195
040604;47259
040604;47260
040604;47261
040604;47262
040604;47263
040604;47264
040605;47265
040605;47266
040605;47267
040605;47268
040606;47269
040606;47270
040606;47271
040606;47272
040606;47273
040701;47274
040701;47275
040701;47276
040701;47277
040701;47278
040701;47279
040701;47280
040701;47281
040701;47282
040701;47283
040701;47284
040701;47285
040701;47286
040701;47287
040701;47288
040701;47289
040701;47290
040701;47291
040701;47292
040701;47293
040701;47294
040701;47295
040701;47296
040701;47297
040701;47298
040701;47299
040701;47300
040701;47301
040701;47302
040701;47303
040701;47304
040701;47305
040701;47306
040701;47307
