Nr. Kto:Komitet:Nr UdziałOkr GłosyRazem (OkrNr=GłosyRazemOkr)
-------------------------------------------------------------
  40. UJAZDOWSKI Kazimierz Michał:PiS:2 7.39% 48945 (12=662066)
  41. PIONTKOWSKI Dariusz:PiS:2 7.26% 28685 (3=395040)
  42. ŁYBACKA Krystyna Maria:SLDUP:1 7.25% 42441 (7=585119)
  43. ZIOBRO Zbigniew:Ziobro:1 6.64% 60763 (10=915211)
  44. GIEREK Adam:SLDUP:1 6.64% 56237 (11=847419)
  45. GOSIEWSKA Małgorzata Maria:PiS:2 6.49% 25426 (5=392066)
  46. IWIŃSKI Tadeusz:SLDUP:1 6.33% 25002 (3=395040)
  47. GRODZKI Tomasz Paweł:PO:3 6.31% 26863 (13=425708)
  48. HETMAN Krzysztof Andrzej:PSL:2 6.22% 24862 (8=399483)
  49. PAPKE Paweł:PO:2 6.05% 23919 (3=395040)
  50. SKRZYDLEWSKA Joanna Katarzyna:PO:2 5.93% 27767 (6=468467)
  51. JAZŁOWIECKA Danuta:PO:2 5.84% 38652 (12=662066)
  52. KAMIŃSKI Michał Tomasz:PO:1 5.82% 23264 (8=399483)
  53. GOSIEWSKA Beata Barbara:PiS:4 5.50% 50332 (10=915211)
  54. WIŚNIEWSKA Jadwiga Maria:PiS:2 5.28% 44763 (11=847419)
  55. KOZŁOWSKI Jacek:PO:2 5.10% 19985 (5=392066)
  56. SELLIN Jarosław Daniel:PiS:6 5.09% 23387 (1=459105)
  57. PASTUSIAK Longin Hieronim:SLDUP:1 5.05% 23187 (1=459105)
  58. ZAJĄC Alicja Maria:PiS:2 4.94% 19670 (9=397991)
  59. OLEJNICZAK Wojciech Michał:SLDUP:1 4.77% 36416 (4=762886)
  60. KRZYWONOS-STRYCHARSKA Henryka Krystyna:PO:2 4.77% 21911 (1=459105)
  61. BUKIEWICZ Bożenna:PO:2 4.61% 19604 (13=425708)
  62. GRZYB Andrzej Marian:PSL:1 4.58% 26805 (7=585119)
  63. KŁOPOTEK Eugeniusz:PSL:1 4.56% 16375 (2=358763)
  64. IWASZKIEWICZ Robert Jarosław:Korwin:1 4.46% 29505 (12=662066)
  65. GOWIN Jarosław Adam:Gowin:1 4.45% 40699 (10=915211)
  66. KALISZ Ryszard Roman:Europa+:1 4.39% 33471 (4=762886)
  67. WENTA Bogdan Brunon:PO:2 4.26% 38960 (10=915211)
  68. WYRĘBEK Andrzej Piotr:Korwin:1 4.23% 16726 (3=395040)
  69. KOZŁOWSKI Jan Andrzej:PO:3 4.13% 18954 (1=459105)
  70. DZIAMBOR Artur Erwin:Korwin:1 4.11% 18889 (1=459105)
  71. BONI Michał Jan:PO:2 4.05% 30910 (4=762886)
  72. OLBRYCHT Jan Marian:PO:3 4.04% 34267 (11=847419)
  73. HOC Czesław:PiS:2 3.96% 16874 (13=425708)
  74. LIPIŃSKA Monika Maria:PO:2 3.95% 15780 (8=399483)
  75. KOPACZ Zygmunt Bolesław:Korwin:1 3.95% 23090 (7=585119)
  76. WOŹNIAK Marek:PO:3 3.91% 22850 (7=585119)
  77. WOCH Adam:Korwin:1 3.83% 17927 (6=468467)
  78. ZIELIŃSKI Jarosław:PiS:10 3.81% 15040 (3=395040)
  79. SENYSZYN Joanna:SLDUP:1 3.78% 34588 (10=915211)
  80. ZAWIŚLAK Sławomir:PiS:3 3.78% 15095 (8=399483)
  81. HUSKOWSKI Stanisław Tadeusz:PO:3 3.73% 24706 (12=662066)
  82. ZARĘBSKI Waldemar:Korwin:1 3.72% 14790 (9=397991)
  83. SZCZYPIŃSKA Jolanta Irena:PiS:2 3.49% 16031 (1=459105)
  84. KOSTRZEWA Jacek Andrzej:Korwin:1 3.43% 12321 (2=358763)
  85. DZIUBA Tadeusz Antoni:PiS:2 3.42% 20022 (7=585119)
  86. SONIK Bogusław Andrzej:PO:3 3.42% 31256 (10=915211)
  87. ZAJĄC Józef:PSL:4 3.38% 13500 (8=399483)
  88. KALATA Anna:SLDUP:1 3.30% 12920 (5=392066)
  89. OLESZCZUK Stefan:Korwin:1 3.29% 14005 (13=425708)
  90. KOWAL Paweł Robert:Gowin:1 3.28% 25037 (4=762886)
  91. RAFALSKA Elżbieta:PiS:3 3.21% 13683 (13=425708)
  92. KOSINIAK-KAMYSZ Władysław Marcin:PSL:1 3.18% 12667 (9=397991)
  93. SZYMONA Jan Jacek:Korwin:1 3.13% 12508 (8=399483)
  94. MARCZUK Weronika Olena:SLDUP:1 3.11% 14572 (6=468467)
  95. SZPANELEWSKI Krzysztof:Korwin:1 3.06% 12006 (5=392066)
  96. ZALEWSKA Anna Elżbieta:PiS:3 3.06% 20264 (12=662066)
  97. ŻÓŁTEK Stanisław Józef:Korwin:1 3.06% 27995 (10=915211)
  98. SIEKIERSKI Czesław Adam:PSL:1 3.04% 27843 (10=915211)
  99. KEMPA Beata Agnieszka:Ziobro:1 3.02% 20004 (12=662066)
 100. KLOC Izabela Helena:PiS:3 2.97% 25203 (11=847419)
 101. SIWIEC Marek Maciej:Europa+:1 2.97% 17399 (7=585119)
 102. SZWED Stanisław:PiS:4 2.95% 25010 (11=847419)
 103. SZCZUKA Kazimiera:Europa+:1 2.93% 10515 (2=358763)
 104. GOLBA Mieczysław Józef:Ziobro:1 2.92% 11612 (9=397991)
 105. SKOWROŃSKA Krystyna:PO:2 2.91% 11585 (9=397991)
 106. ŻELICHOWSKI Stanisław:PSL:1 2.88% 11389 (3=395040)
 107. JĘDRZEJCZAK Otylia:PO:2 2.82% 10110 (2=358763)
 108. MOŻDŻANOWSKA Andżelika Anna:PSL:2 2.70% 15791 (7=585119)
 109. MARUSIK Michał:Korwin:1 2.69% 20538 (4=762886)
 110. ROGACKI Adam Maksym:PiS:3 2.65% 15489 (7=585119)
 111. WASZCZYKOWSKI Witold Jan:PiS:3 2.62% 12251 (6=468467)
 112. NOWACKA Barbara Anna:Europa+:1 2.58% 10290 (8=399483)
 113. BRATKOWSKI Arkadiusz Tomasz:PSL:1 2.57% 10251 (8=399483)
 114. BERKOWICZ Konrad Szczepan:Korwin:2 2.55% 23345 (10=915211)
 115. MATERNA Jerzy Marian:PiS:4 2.54% 10794 (13=425708)
 116. KAMIŃSKI Tomasz Artur:SLDUP:1 2.52% 10039 (9=397991)
 117. GRABCZUK Krzysztof:PO:5 2.50% 9990 (8=399483)
 118. STRUZIK Adam Krzysztof:PSL:3 2.47% 9702 (5=392066)
 119. KUTZ Kazimierz Julian:Europa+:1 2.41% 20426 (11=847419)
 120. ZALEWSKI Paweł Ksawery:PO:3 2.41% 18379 (4=762886)
 121. WILK Jacek:Korwin:2 2.29% 17443 (4=762886)
 122. CZERNIAK Jacek Andrzej:SLDUP:1 2.26% 9026 (8=399483)
 123. TCHÓRZEWSKI Karol:PiS:6 2.16% 8475 (5=392066)
 124. KORWIN-MIKKE Kacper Mikołaj:Korwin:10 2.12% 8481 (8=399483)
 125. SADURSKA Małgorzata Barbara:PiS:10 2.11% 8436 (8=399483)
 126. BONISŁAWSKI Ryszard Wiesław:PO:10 2.09% 9808 (6=468467)
 127. PIOTROWICZ Stanisław:PiS:4 2.08% 8271 (9=397991)
 128. BORAWSKI Edmund:PSL:2 1.97% 7779 (3=395040)
 129. CZYKWIN Eugeniusz:SLDUP:3 1.87% 7387 (3=395040)
 130. KORWIN-MIKKE Katarzyna Izabela:Korwin:9 1.76% 6886 (5=392066)
 131. KRUPA Urszula Irena:PiS:2 1.74% 8129 (6=468467)
 132. FOLTYN-KUBICKA Hanna:PiS:2 1.72% 13129 (4=762886)
 133. KOCHAN Magdalena Maria:PO:10 1.72% 7321 (13=425708)
 134. WZIĄTEK Stanisław Czesław:SLDUP:2 1.70% 7247 (13=425708)
 135. PIŁKA Marian:PiS:5 1.70% 6674 (5=392066)
 136. ŻACZEK Jarosław:Ziobro:1 1.70% 6798 (8=399483)
 137. GODSON John Abraham:Gowin:1 1.68% 7882 (6=468467)
 138. JAKUBOWSKI Andrzej Stanisław:PO:5 1.68% 7155 (13=425708)
 139. STULIGROSZ Michał:PO:10 1.68% 9813 (7=585119)
 140. MIGALSKI Marek Henryk:Gowin:1 1.67% 14163 (11=847419)
 141. KORWIN-MIKKE Korynna Natalia:Korwin:9 1.67% 7099 (13=425708)
 142. FEDAK Jolanta Beata:PSL:1 1.62% 6906 (13=425708)
 143. CZESAK Edward Stanisław:PiS:10 1.62% 14784 (10=915211)
 144. SIEKIERKO Łukasz:PiS:8 1.60% 6317 (3=395040)
 145. STANISŁAWEK Andrzej Józef:Gowin:1 1.59% 6355 (8=399483)
 146. MAZUREK Beata:PiS:4 1.59% 6350 (8=399483)
 147. KORWIN-MIKKE Anna:Korwin:10 1.56% 6214 (9=397991)
 148. HARTMAN Jan Marek:Europa+:1 1.56% 14280 (10=915211)
 149. MATUSZAK Grzegorz Jan:SLDUP:2 1.55% 7255 (6=468467)
 150. JAWORSKI Kazimierz:Gowin:1 1.55% 6160 (9=397991)
 151. SOSNOWSKI Sławomir Antoni:PSL:5 1.54% 6172 (8=399483)
 152. CELIŃSKI Andrzej Bohdan:Europa+:1 1.53% 6010 (5=392066)
 153. TOKARSKA Genowefa:PSL:3 1.53% 6123 (8=399483)
 154. BARTUŚ Barbara Halina:PiS:7 1.53% 14019 (10=915211)
 155. POLAK Piotr Stanisław:PiS:4 1.53% 7171 (6=468467)
 156. ARENT Iwona Ewa:PiS:3 1.48% 5848 (3=395040)
 157. KŁOSOWSKI Sławomir:PiS:4 1.48% 9793 (12=662066)
 158. WARGOCKA Teresa Anna:PiS:3 1.45% 5694 (5=392066)
 159. WASZAK Małgorzata:PO:4 1.45% 8483 (7=585119)
 160. KLAWITER Jan Andrzej:PiS:5 1.45% 6648 (1=459105)
 161. TOMASZEWSKI Tadeusz:SLDUP:4 1.44% 8415 (7=585119)
 162. ŁUCZAK Mieczysław Marcin:PSL:1 1.43% 6720 (6=468467)
 163. BASZKO Mieczysław Kazimierz:PSL:3 1.43% 5663 (3=395040)
 164. KOWALSKI Marian Janusz:RuchNarodowy:1 1.43% 5706 (8=399483)
 165. DERA Andrzej Mikołaj:Ziobro:1 1.40% 8175 (7=585119)
 166. ŻALEK Jacek:Gowin:1 1.38% 5448 (3=395040)
 167. LIPIŃSKI Dariusz Tadeusz:Gowin:1 1.37% 8021 (7=585119)
 168. DORN Ludwik Stanisław:Ziobro:1 1.37% 5362 (5=392066)
 169. BABALSKI Zbigniew:PiS:4 1.37% 5396 (3=395040)
 170. TOMAŃSKI Piotr:PO:3 1.37% 5435 (9=397991)
 171. TUTAJ Jerzy:PO:5 1.36% 8992 (12=662066)
 172. RAKOCZY Stanisław:PSL:1 1.34% 8883 (12=662066)
 173. ADAMEK Tomasz Józef:Ziobro:1 1.33% 11273 (11=847419)
 174. BOSAK Krzysztof:RuchNarodowy:1 1.30% 9952 (4=762886)
 175. GRAD Mariusz:PO:3 1.30% 5207 (8=399483)
 176. PIEKARSKA Katarzyna Maria:SLDUP:2 1.30% 9912 (4=762886)
 177. PODKAŃSKI Zdzisław Zbigniew:PiS:8 1.29% 5164 (8=399483)
 178. SZMIT Jerzy:PiS:6 1.29% 5102 (3=395040)
 179. PĘK Bogdan Marek:PiS:8 1.28% 11723 (10=915211)
 180. UŚCIŃSKI Piotr Michał:PiS:7 1.25% 9516 (4=762886)
 181. KWIATKOWSKI Robert Artur:Europa+:1 1.25% 8250 (12=662066)
 182. NIEWCZAS Marta Agata:Europa+:1 1.25% 4959 (9=397991)
 183. TERLECKI Ryszard Iwon:PiS:3 1.24% 11309 (10=915211)
 184. BUBULA Barbara Ewa:PiS:9 1.22% 11137 (10=915211)
 185. PLUTA Mirosław Stanisław:PO:10 1.20% 4783 (9=397991)
 186. KURSKI Jacek Olgierd:Ziobro:1 1.19% 9104 (4=762886)
 187. SOSNOWSKI Zbigniew:PSL:10 1.18% 4219 (2=358763)
 188. WOŹNIAK Piotr Jan:SLDUP:2 1.16% 7710 (12=662066)
 189. ZIOBRO Kazimierz Bronisław:Ziobro:3 1.16% 4618 (9=397991)
 190. ROMANIUK Bogdan Piotr:PiS:5 1.16% 4609 (9=397991)
 191. ABRAMOWICZ Adam Krzysztof:PiS:7 1.16% 4622 (8=399483)
 192. PŁOCHA Grzegorz:PiS:9 1.15% 4512 (5=392066)
 193. BŁĄDEK Lidia:PiS:10 1.15% 4566 (9=397991)
 194. PALUCH Anna:PiS:6 1.14% 10479 (10=915211)
 195. GARDIAS Dorota:Europa+:1 1.12% 5155 (1=459105)
 196. CYMAŃSKI Tadeusz:Ziobro:2 1.12% 9511 (11=847419)
 197. ZASADA Artur Jarosław:Gowin:1 1.12% 7386 (12=662066)
 198. KASPRZAK Mieczysław:PSL:2 1.11% 4432 (9=397991)
 199. ORZEŁOWSKA Janina Ewa:PSL:2 1.11% 4360 (5=392066)
 200. TELUS Robert:PiS:6 1.11% 5204 (6=468467)
 201. HINC Sławomir Michał:PiS:5 1.11% 6492 (7=585119)
 202. DERA-SZYMAŃSKA Karolina Teresa:PiS:4 1.10% 6446 (7=585119)
 203. HORDEJUK Bernadeta Justyna:PO:10 1.10% 4334 (3=395040)
 204. PLURA Marek Mirosław:PO:5 1.09% 9268 (11=847419)
 205. GRZĄDZIEL Krzysztof:SLDUP:4 1.09% 3907 (2=358763)
 206. ZAGÓRSKI Marek Tadeusz:Gowin:1 1.06% 4533 (13=425708)
 207. SZUMILAS Krystyna Maria:PO:2 1.06% 9021 (11=847419)
 208. SZEJNA Andrzej Jan:SLDUP:2 1.06% 9709 (10=915211)
 209. WOŹNIAK Tadeusz Jacek:Ziobro:1 1.06% 4952 (6=468467)
 210. NYKIEL Mirosława:PO:4 1.04% 8843 (11=847419)
 211. KOWALSKA Wioletta Małgorzata:Europa+:1 1.04% 4122 (3=395040)
 212. RUSINOWSKA Beata Małgorzata:PO:3 1.04% 4068 (5=392066)
 213. CZARNECKI Marek Aleksander:Gowin:1 1.04% 4060 (5=392066)
 214. KUNICKA Halina:PO:4 1.03% 4378 (13=425708)
 215. OZGA Krystyna Ewa:PSL:2 1.02% 4764 (6=468467)
 216. NASZKIEWICZ Anna:PO:3 1.01% 3980 (3=395040)
 217. JANOSZ Anna:PO:4 1.01% 3609 (2=358763)
 218. TOMCZAK Witold Stanisław:Ziobro:2 1.01% 5885 (7=585119)
 219. MACHAŁEK Marzena Anna:PiS:6 1.00% 6639 (12=662066)
 220. PIÓRO Tadeusz Wacław:PiS:7 0.98% 3912 (9=397991)
 221. NOWICKA Wanda Hanna:Europa+:2 0.98% 7479 (4=762886)
 222. GĄDEK Lidia Stanisława:PO:10 0.97% 8886 (10=915211)
 223. PISKORSKI Paweł Bartłomiej:Europa+:1 0.97% 4130 (13=425708)
 224. KLIMCZAK Dariusz:PSL:6 0.97% 4537 (6=468467)
 225. ACHINGER Elżbieta Jadwiga:PO:4 0.96% 8827 (10=915211)
 226. BARANOWSKI Krzysztof:PSL:3 0.96% 3441 (2=358763)
 227. STACHOWIAK Ireneusz:Ziobro:1 0.95% 3420 (2=358763)
 228. ŚWIĘCICKI Marcin:PO:7 0.95% 7266 (4=762886)
 229. TOMASZEWSKA Ewa:PiS:4 0.95% 7231 (4=762886)
 230. RZEPA Jarosław Michał:PSL:2 0.94% 4010 (13=425708)
 231. MATUSZEWSKI Marek:PiS:10 0.94% 4387 (6=468467)
 232. BENEDYKCIŃSKI Grzegorz Józef:PSL:1 0.93% 7118 (4=762886)
 233. STAWIARSKI Jarosław Piotr:PiS:9 0.93% 3720 (8=399483)
 234. KWAŚNIEWSKA Jolanta:Europa+:5 0.92% 3649 (3=395040)
 235. ŁUKOMSKA-PYŻALSKA Izabella Dorota:Europa+:2 0.92% 5367 (7=585119)
 236. STANKIEWICZ Robert:Ziobro:1 0.91% 3893 (13=425708)
 237. DĄBROWSKA Alicja:PO:4 0.91% 6945 (4=762886)
 238. MARZEC Maciej Jan:Gowin:1 0.90% 3229 (2=358763)
 239. BANASZAK Adam Heliodor:PiS:4 0.88% 3163 (2=358763)
 240. WOSIK Alicja Barbara:PSL:3 0.87% 3459 (9=397991)
 241. SIEMBIDA Marcin Cezary :RuchNarodowy:1 0.87% 3444 (9=397991)
 242. GÓRSKA Agnieszka Beata:PiS:7 0.87% 3392 (5=392066)
 243. DRAB Marzenna Stefania:PiS:3 0.86% 3091 (2=358763)
 244. LITWINIUK Przemysław:PSL:7 0.86% 3438 (8=399483)
 245. SZCZEPAŃSKI Wiesław Andrzej:SLDUP:2 0.86% 5020 (7=585119)
 246. MES Ewa Monika:PSL:2 0.85% 3050 (2=358763)
 247. WINNICKI Robert Artur:RuchNarodowy:1 0.85% 7776 (10=915211)
 248. GRZESZCZAK Eugeniusz Tomasz:PSL:3 0.85% 4970 (7=585119)
 249. CHOLEWIŃSKI Zygmunt Józef:PO:4 0.84% 3358 (9=397991)
 250. PAWŁOWICZ Zbigniew Michał:PO:7 0.84% 3024 (2=358763)
 251. KRAJEWSKI Jarosław Karol:PiS:3 0.83% 6370 (4=762886)
 252. CHRZANOWSKA Beata:PO:4 0.82% 3772 (1=459105)
 253. BANACH Jolanta Maria:SLDUP:3 0.82% 3761 (1=459105)
 254. SIKORA Danuta Teresa:PiS:4 0.82% 3759 (1=459105)
 255. GAJEWSKA Kinga Magdalena:PO:9 0.82% 6221 (4=762886)
 256. BIL-JARUZELSKA Małgorzata Anna:SLDUP:2 0.81% 3202 (3=395040)
 257. BOROWIAK Joanna Beata:PiS:10 0.80% 2885 (2=358763)
 258. WCISŁA Jerzy:PO:4 0.80% 3159 (3=395040)
 259. BEJDA Paweł Jan:PSL:4 0.79% 3698 (6=468467)
 260. ALEKSANDRZAK Leszek Grzegorz:SLDUP:10 0.78% 4566 (7=585119)
 261. WÓJCIAK-PLEYN Ewa Maria:Europa+:1 0.78% 3642 (6=468467)
 262. MOJZESOWICZ Maciej:Ziobro:1 0.77% 3041 (3=395040)
 263. STĘPNIAK Andrzej Hieronim:PSL:1 0.76% 3512 (1=459105)
 264. ŁAWRYNOWICZ Zofia:PO:7 0.76% 3245 (13=425708)
 265. SYNOWSKA Alicja:PO:4 0.75% 4947 (12=662066)
 266. GÓRSKI Artur Cezary:PiS:9 0.75% 5689 (4=762886)
 267. BĄKIEWICZ Michał Bogusław:SLDUP:10 0.74% 3450 (6=468467)
 268. MARCINKIEWICZ Bogdan Kazimierz:PO:7 0.73% 6215 (11=847419)
 269. OLĘDZKA Anna:PiS:10 0.73% 2868 (5=392066)
 270. RYGIEL Wiesław Andrzej:PSL:8 0.73% 2909 (9=397991)
 271. DĄBROWA Stanisław:PSL:1 0.73% 6168 (11=847419)
 272. MALIK Ewa Danuta:PiS:10 0.72% 6129 (11=847419)
 273. RYL Dorota Helena:PO:4 0.72% 3383 (6=468467)
 274. KUROWSKA Maria Stanisława:Ziobro:2 0.72% 2870 (9=397991)
 275. ADAMCZAK Michał Marek:Korwin:2 0.71% 4171 (7=585119)
 276. DUMKIEWICZ-SPRAWKA Ewa:PiS:6 0.71% 2845 (8=399483)
 277. POŻAK Janusz:PO:10 0.71% 2844 (8=399483)
 278. KUBICA Anna Maria:Europa+:2 0.71% 4702 (12=662066)
 279. MARCZAK Tadeusz Kazimierz:PiS:5 0.71% 4689 (12=662066)
 280. WODZIŃSKA Marzena Renata:PO:5 0.70% 4114 (7=585119)
 281. TUMANOWICZ Witold Sławomir:RuchNarodowy:1 0.70% 2750 (5=392066)
 282. GOŁAWSKA Kazimiera:SLDUP:2 0.70% 2789 (8=399483)
 283. JASKIERNIA Jerzy Andrzej:SLDUP:4 0.69% 6307 (10=915211)
 284. OSTROWSKA Małgorzata Teresa:SLDUP:2 0.68% 3141 (1=459105)
 285. ŁUCZYCKI Andrzej:PO:4 0.68% 2667 (5=392066)
 286. SZYMAŃSKA Halina Barbara:PiS:6 0.68% 2883 (13=425708)
 287. ORLIŃSKI Mirosław Adam:PSL:8 0.68% 2652 (5=392066)
 288. PIŁAT Krzysztof:PO:6 0.67% 2629 (3=395040)
 289. MULARCZYK Arkadiusz:Ziobro:3 0.66% 6066 (10=915211)
 290. CZERWIŃSKA Anita:PiS:10 0.66% 5056 (4=762886)
 291. KRZYŻANOWSKA Elżbieta:SLDUP:2 0.66% 2371 (2=358763)
 292. PROKOP-PACZKOWSKA Małgorzata Barbara:Europa+:2 0.66% 2810 (13=425708)
 293. ROGOWSKI Ireneusz Sławomir:PiS:7 0.66% 2799 (13=425708)
 294. KOSESKI Adam Waldemar:SLDUP:2 0.66% 2577 (5=392066)
 295. MAKOWSKI Krzysztof Michał:Europa+:2 0.66% 3079 (6=468467)
 296. SZAŁABAWKA Artur Lesław:PiS:10 0.66% 2791 (13=425708)
 297. BARZOWSKI Jerzy:PiS:10 0.65% 3002 (1=459105)
 298. KOSECKI Roman Jacek:PO:10 0.65% 4963 (4=762886)
 299. KLEPACZ Apolonia Weronika:SLDUP:3 0.65% 4282 (12=662066)
 300. ZAWISZA Artur Wojciech:RuchNarodowy:1 0.64% 5450 (11=847419)
 301. MARCINKIEWICZ Mirosław:PO:8 0.64% 2737 (13=425708)
 302. LANC Elżbieta:PO:10 0.64% 2513 (5=392066)
 303. MUZYK Agnieszka Barbara:PiS:7 0.64% 2529 (3=395040)
 304. CICHOLSKA Anna Ewa:PiS:8 0.64% 2506 (5=392066)
 305. MIGUS Maciej Stanisław:RuchNarodowy:1 0.64% 2994 (6=468467)
 306. KOBYLIŃSKA Zdzisława Marianna:PiS:5 0.64% 2518 (3=395040)
 307. HOLAK Julia:SLDUP:3 0.64% 2704 (13=425708)
 308. DZIERZGOWSKI Wojciech:PSL:10 0.63% 2506 (3=395040)
 309. FILIPOWICZ Mariusz Robert:Korwin:3 0.63% 2504 (3=395040)
 310. WŁOSOWICZ Jacek Władysław:Ziobro:2 0.63% 5779 (10=915211)
 311. KOZAK Wojciech:PSL:2 0.63% 5766 (10=915211)
 312. SZATAN Jarosław Kazimierz:Korwin:10 0.63% 5733 (10=915211)
 313. PODOLSKA Maja Małgorzata:Korwin:3 0.63% 4139 (12=662066)
 314. REJMER Leszek:SLDUP:4 0.62% 2438 (5=392066)
 315. BUJANOWICZ Stanisława Helena:PSL:2 0.62% 2826 (1=459105)
 316. CZACHURA Barbara Henryka:PO:9 0.61% 3571 (7=585119)
 317. PAŁASZ Tomasz Jakub:RuchNarodowy:1 0.61% 2794 (1=459105)
 318. HAMBURA Stefan Józef:Gowin:1 0.61% 2793 (1=459105)
 319. LISIECKI Piotr Cezary:RuchNarodowy:1 0.60% 2383 (3=395040)
 320. KOSIŃSKI Krzysztof:PSL:10 0.60% 2349 (5=392066)
 321. BALICKI Marek Zbigniew:SLDUP:3 0.60% 4558 (4=762886)
 322. GRABOWSKA Genowefa:Europa+:2 0.60% 5063 (11=847419)
 323. ZIOBRO Jan Paweł:Ziobro:10 0.60% 5062 (11=847419)
 324. WYSOCKI Zbigniew Maksymilian:Korwin:2 0.60% 2738 (1=459105)
 325. PINIEWSKA Elżbieta Genowefa:PO:6 0.59% 2133 (2=358763)
 326. KURZĘPA Irena:SLDUP:3 0.59% 2352 (8=399483)
 327. WŁODKOWSKI Zbigniew:PSL:6 0.59% 2324 (3=395040)
 328. KILIAN Jan:PiS:7 0.59% 2700 (1=459105)
 329. JASKULSKA Sylwia Monika:PSL:8 0.58% 2308 (3=395040)
 330. CHRUSZCZ Sylwester Arkadiusz:RuchNarodowy:1 0.58% 2472 (13=425708)
 331. FIEDOROWICZ Czesław:PSL:6 0.58% 2466 (13=425708)
 332. KĘPKA Teresa:Ziobro:2 0.58% 2655 (1=459105)
 333. NOWICKA Marta:Korwin:3 0.58% 2072 (2=358763)
 334. BUDZISZ Emilia Małgorzata:Korwin:2 0.57% 2678 (6=468467)
 335. CZERSKA-GĄSIEWSKA Hanna Barbara:PSL:6 0.57% 2274 (8=399483)
 336. BROK Anna:PO:6 0.57% 3757 (12=662066)
 337. PAWLAK Mirosław Antoni:PSL:7 0.57% 5179 (10=915211)
 338. MARSZAŁEK Jarosław Andrzej:SLDUP:2 0.56% 4785 (11=847419)
 339. KRETKOWSKA Katarzyna Maria:SLDUP:3 0.56% 3279 (7=585119)
 340. SZTOLCMAN Grzegorz Czesław:PO:10 0.56% 4720 (11=847419)
 341. MICHALSKA-WILK Marta Ewelina:PO:8 0.56% 2182 (5=392066)
 342. KURANT Agnieszka:PO:6 0.56% 4715 (11=847419)
