103287;240204;Dom Pomocy Społecznej|Czechowice-Dziedzice|ul. Zacisze 28 |43-502 
103341;240210;Dom Pomocy Społecznej w Wilkowicach|Wilkowice|Kościelna 5 -|43-365 Wilkowice
103365;240301;Powiatowy Dom Pomocy Społecznej "Pogodna Jesień"|Cieszyn|Korfantego 1 |43-400 
103379;240302;Miejski Dom Spokojnej Starości|Ustroń|Słoneczna 10 |43-450 Ustroń
103451;240310;Powiatowy Dom Pomocy Społecznej "Feniks"|Skoczów|Sportowa 13 |43-430 Skoczów
103452;240310;Powiatowy Dom Pomocy Społecznej w Pogórzu|Pogórze|Zamek 132 |43-430 Skoczów
103477;240401;Dom Pomocy Społecznej|Blachownia|ul. Sienkiewicza 6 |42-290 
103535;240409;Dom Pomocy Społecznej|Lelów|ul. Szczekocińska 19 |42-235 
103564;240412;Dom Pomocy Społecznej|Turów|ul. Joachimowska 85 |42-256 Olsztyn
103633;240504;Kuźnia Nieborowska DPS "Zameczek"|Kuźnia Nieborowska|Knurowska 13 |44-144 Żernica
103665;240508;Caritas Diecezji Gliwickiej Dom Pomocy Społecznej|Wiśnicze|Wiejska 42a |44-187 Wielowieś
103750;240701;Dom Pomocy Społecznej "Dom Kombatanta"|Lubliniec|ul.Cyrana 10 |42-700 
103754;240701;Dom Pomocy Społecznej|Lubliniec|ul. Kochcicka 14 |42-700 
103841;240802;Ośrodek dla Niepełnosprawnych Miłosierdzie Boże-Dom Pomocy Społecznej|Mikołów|Gliwicka 366 |43-190 Mikołów
104022;241101;Dom Pomocy Społecznej|Racibórz|Plac Króla Władysława Jagiełły 3 |47-400 Racibórz
104023;241101;Dom Pomocy Społecznej "ZŁOTA JESIEŃ"|Racibórz|Franciszka Grzonki 1 |47-400 
104110;241204;Dom Pomocy Społecznej|Lyski|ul. Rybnicka 7 |44-295 Lyski
104168;241304;Dom Pomocy Społecznej dla Osób Przewlekle Psychicznie Chorych prowadzony przez ZG.SS.Boromeuszek|Tarnowskie Góry|Gliwicka 22 |42-600 Tarnowskie Góry
104171;241304;Dom Pomocy Społecznej "Przyjażń"|Tarnowskie Góry|Włoska 24 |42-612 Tarnowskie Góry
104208;241309;Dom Pomocy Społecznej prowadzony przez Ojców Kamilianów w Zbrosławicach|Zbrosławice|Wolności 34 |42-674 Zbrosławice
104209;241309;Dom Pomocy Społecznej w Miedarach|Miedary|Zamkowa 7 |42-676 Zbrosławice
104334;241506;Dom Pomocy Społecznej|Gorzyce|Bogumińska 22 |44-350 Gorzyce
104396;241602;Dom Pomocy Społecznej|Zawiercie|ul. Rzemieślnicza 9 |42-400 
104476;241701;Dom Pomocy Społecznej|Żywiec|Śliżowy Potok 8 |34-300 Żywiec
104481;241702;Psychiatryczny Zakład Opiekuńczo-Leczniczy|Międzybrodzie Bialskie|ul. Graniczna 7 |34-312 Międzybrodzie Bialskie
104541;241711;Samodzielny Publiczny Zakład Opiekuńczo-Leczniczy w Rajczy|Rajcza|Ujsolska 35 |34-370 Rajcza
104637;246101;Dom Pomocy Społecznej dla Osób Starszych|Bielsko-Biała|Żywiecka 15 |43-300 Bielsko-Biała
104643;246101;Dom Pomocy Społecznej "Dom Nauczyciela"|Bielsko-Biała|Pocztowa 14a |43-300 Bielsko-Biała
104649;246201;Dom Pomocy Społecznej "KOMBATANT"|Bytom|ul. Stolarzowicka 33 |41-923 Bytom
104713;246201;DOM POMOCY SPOŁECZNEJ EWANGELICKI DOM OPIEKI "OSTOJA POKOJU"|Bytom|ul. Matki Ewy 1 |41-923 Bytom
104715;246201;DOM POMOCY SPOŁECZNEJ STOWARZYSZENIA "POMOCNA DŁOŃ", DOM SENIORA "DOLOMITY"|Bytom|Strzelców Bytomskich 450 |41-935 Bytom
104722;246201;DOM POMOCY SPOŁECZNEJ DLA DOROSŁYCH|Bytom|Dworcowa 7 |41-902 Bytom
104723;246201;ZAKŁAD OPIEKUŃCZO-LECZNICZY DLA PRZEWLEKLE CHORYCH ZGROMADZENIA SŁUŻEBNIC N.S.J.|Bytom|Piekarska 59 |41-902 Bytom
104777;246301;Polski Związek Niewidomych Dom Pomocy Społecznej im. Kazimierza Jaworka|Chorzów|Siemianowicka 101 |41-500 Chorzów
104778;246301;Dom Pomocy Społecznej Św. Wincentego prowadzony przez zgromadzenia Sióstr Miłosierdzia Św. Wincentego a Paulo|Chorzów|Powstańców 45 |41-500 Chorzów
104779;246301;Dom Pomocy Społecznej „Nadzieja”|Chorzów|Wandy 64 |41-500 Chorzów
104851;246401;Dom Pomocy Społecznej|Częstochowa|ul. Kontkiewicza 2 |42-209 
104914;246401;Zakład Opiekuńczo-Leczniczy prowadzony przez Zgromadzenie Małych Sióstr NSM "Honoratek"|Częstochowa|ul. Ogrodowa 35 |42-202 
104918;246401;Dom Pomocy Społecznej pw. Św. Antoniego Zgromadzenia Sióstr Miłosierdzia|Częstochowa|ul. Wieluńska 1 |42-200 
104922;246401;Dom Pomocy Społecznej|Częstochowa|ul. Kontkiewicza 2 |42-200 
104956;246501;Dom Pomocy Społecznej|Dąbrowa Górnicza|Norwida 1 |41-300 
105105;246601;VITO - MED Sp. z o.o. Zakład Opiekuńczo-Leczniczy|Gliwice|Kozielska 8 |44-100 Gliwice
105108;246601;Dom Pomocy Społecznej "OPOKA"|Gliwice|Pszczyńska 100 |44-100 Gliwice
105109;246601;Dom Pomocy Społecznej "NASZ DOM"|Gliwice|Derkacza 10 |44-100 Gliwice
105154;246701;Dom Pomocy Społecznej|Jastrzębie-Zdrój|Kaszubska 6 |44-335 Jastrzębie-Zdrój
105200;246801;Dom Pomocy Społecznej|Jaworzno|Obrońców Poczty Gdańskiej 63 |43-600 Jaworzno
105216;246901;Dom Pomocy Społecznej "Zacisze"|Katowice|ul. Traktorzystów 42 |40-695 Katowice
105276;246901;Dom Pomocy Społecznej "Przystań"|Katowice|ul. Adamskiego 22 |40-069 Katowice
105351;246901;Dom Pomocy Społecznej "Zacisze"|Katowice|ul. Traktorzystów 42 |40-695 
105352;246901;"Senior Residence" Dom Pomocy Społecznej|Katowice|ul. Pijarska 4 |40-750 
105355;246901;Zakład Opiekuńczo-Leczniczy|Katowice|ul. Czempiela 1 |40-044 
105425;247101;Zakład Opiekuńczo-Leczniczy|Piekary Śląskie|ul. ks. Jana Ficka 1 |41-940 Piekary Śląskie
105441;247101;Dom Pomocy Społecznej|Piekary Śląskie, Brzeziny Śląskie|ul. Teodora Trautmana 4 |41-946 Piekary Śląskie
105458;247201;Dom Pomocy Społecznej "Senior"|Ruda Śląska|ul. Aleksandra Puszkina 7 |41-712 Ruda Śląska
105518;247201;Ośrodek św. Elżbieta, Dom Pomocy Społecznej|Ruda Śląska|Wolności 30 |41-700 Ruda Śląska
105589;247301;Miejski Dom Pomocy Społecznej w Rybniku|Rybnik|Żużlowa 25 |44-200 
105741;247501;Dom Pomocy Społecznej Nr 1|Sosnowiec|Gen. Władysława Andersa 81B |41-200 
105743;247501;Dom Pomocy Społecznej Nr 2|Sosnowiec|ul. Jagiellońska 2 |41-200 
105772;247601;Miejski Dom Pomocy Społecznej "Złota Jesień"|Świętochłowice, Lipiny|Imieli 12 |41-605 Świętochłowice
105774;247601;Zakład Opiekuńczo-Leczniczy Zespołu Opieki Zdrowotnej w Świętochłowicach|Świętochłowice|Szpitalna 2 |41-600 Świętochłowice
105840;247701;Obwód odrębny w Domu Pomocy Społecznej Św. Anna w Tychach|Tychy|ul. Mikołaja Kopernika 8 |43-100 Tychy
105920;247801;Dom Pomocy Społecznej Nr 1|Zabrze|ul. Jana Matejki 62 |41-800 Zabrze
105921;247801;Dom Pomocy Społecznej Nr 2|Zabrze|ul. Jaskółcza 11 |41-800 Zabrze
105922;247801;Dom Pomocy Społecznej Nr 3|Zabrze|ul. Wiktora Brysza 3 |41-800 Zabrze
105923;247801;Dom Pomocy Społecznej prowadzony przez Zakon Ojców Kamilianów|Zabrze|ul. Cisowa 6 |41-800 Zabrze
105932;247801;Szpital Miejski w Zabrzu Sp. z o.o., Zakład Opiekuńczo-Leczniczy "Pomocna Dłoń"|Zabrze|ul. Ks. Pawła Janika 18 |41-803 Zabrze
105965;247901;Miejski Dom Pomocy Społecznej|Żory|os. Powstańców Śląskich 20 |44-240 Żory
105995;260102;Dom Pomocy Społecznej w Gnojnie|Gnojno| 118 |28-114 Gnojno
106007;260104;Dom Pomocy Społecznej w Słupi|Słupia| 91 |28-133 Pacanów
106008;260104;Dom Pomocy Społecznej w Ratajach Słupskich|Rataje Słupskie| 39b |28-133 Pacanów
106015;260105;Dom Pomocy Społecznej w Świniarach|Świniary| 25 |28-131 Solec-Zdrój
106016;260105;Dom Pomocy Społecznej w Zborowie|Zborów| 112 |28-131 Solec-Zdrój
106055;260202;Dom Pomocy Społecznej w Mnichowie|Mnichów| 135 |28-300 Jędrzejów
106106;260301;Dom Pomocy Społecznej w Bejscach|Bejsce| 230 |28-512 Bejsce
106179;260404;Dom Pomocy Społecznej w Łagiewnikach|Łagiewniki| 73 |26-020 Chmielnik
106252;260412;Zakład Opiekuńczo-Leczniczy i Rehabilitacyjny w Bilczy|Bilcza|ul. Osikowa 4 |26-026 Morawica
106282;260415;Dom Pomocy Społecznej w Osinach|Osiny| 54B |26-015 Pierzchnica
106348;260503;Dom Pomocy Społecznej "Cichy Zakątek" w Końskich|Końskie|ul. Warszawska 25 |26-200 Końskie
106369;260506;Dom Pomocy Społecznej "Etola" w Rudzie Pilczyckiej|Ruda Pilczycka| 57 |26-234 Słupia
106416;260604;Dom Pomocy Społecznej w Zochcinku|Zochcinek| 42 |27-500 Opatów
106429;260605;Dom Pomocy Społecznej w Sobowie|Sobów| 117 |27-530 Ożarów
106430;260605;Dom Pomocy Społecznej w Czachowie|Czachów| 54 |27-530 Ożarów
106471;260701;Dzienny Dom Pomocy Społecznej|Ostrowiec Świętokrzyski|Os. Pułanki 10 |27-400 Ostrowiec Świętokrzyski
106480;260701;Dom Pomocy Społecznej|Ostrowiec Świętokrzyski|ul. Grabowiecka 7 |27-400 Ostrowiec Świętokrzyski
106481;260701;Dom Pomocy Społecznej|Ostrowiec Świętokrzyski|os. Słoneczne 49 |27-400 Ostrowiec Świętokrzyski
106553;260804;Dom Pomocy Społecznej w Pińczowie|Pińczów|ul. Wesoła 5 |28-400 Pińczów
106572;260901;Dom Pomocy Społecznej|Sandomierz|ul. Czyżewskiego 1 |27-600 Sandomierz
106648;261001;Dom Pomocy Społecznej|Skarżysko-Kamienna|ul. Sporna 6 |26-110 Skarżysko-Kamienna
106702;261101;Dom Pomocy Społecznej|Starachowice|ul. Gen. Józefa Bema 26 |27-200 Starachowice
106737;261104;Dom Pomocy Społecznej im. Sue Ryder w Kałkowie-Godowie|Godów| 88 |27-225 Pawłów
106746;261201;Dom Pomocy Społecznej w Pęcławicach Górnych|Pęcławice Górne| 23 |28-210 Bogoria
106804;261207;Dom Pomocy Społecznej Zgromadzenia SS.Miłosierdzia św. Wincentego a'Paulo w Kurozwękach|Kurozwęki|ul. Kościelna 4 |28-200 Staszów
106812;261208;Dom Pomocy Społecznej w Rudkach|Rudki| 89 |28-225 Szydłów
106838;261305;Dom Pomocy Społecznej w Woli Czaryskiej|Wola Czaryska| 92 |29-145 Secemin
106853;261306;Dom Pomocy Społecznej Włoszczowa|Włoszczowa|ul. Koniecpolska 20 |29-100 Włoszczowa
106939;266101;Dom Pomocy Społecznej im. Florentyny Malskiej|Kielce|ul. Tarnowska 10 |25-394 Kielce
106940;266101;Dom Pomocy Społecznej im. Św. Brata Alberta|Kielce|ul. Stefana Żeromskiego 4/6 |25-369 Kielce
106944;266101;Dom Pomocy Społecznej im. Jana i Marysieńki Sobieskich|Kielce|ul. Króla Jana III Sobieskiego 30 |25-124 Kielce
106947;266101;Dom Pomocy Społecznej im. Jana Pawła II|Kielce|ul. Jagiellońska 76 |25-734 Kielce
106948;266101;Dom Pomocy Społecznej im. prof. Antoniego Kępińskiego|Kielce|ul. Jagiellońska 76 |25-734 Kielce
106962;280101;Dom Pomocy Społecznej|Bartoszyce|ul. Boh. Monte Cassino 4 |11-200 Bartoszyce
106985;280105;Dom Pomocy Społecznej|Kamińsk|ul. XXX-lecia PRL 10 |11-220 Górowo Iławeckie
107053;280302;Dom Pomocy Społecznej w Uzdowie|Uzdowo| 18/19 |13-200 Działdowo
107084;280401;Dom Pomocy Społecznej we Władysławowie|Władysławowo| 4 |82-300 Elbląg
107123;280409;Dom Pomocy Społecznej|Rangóry| 106 |82-340 Tolkmicko
107124;280409;Dom Pomocy Społecznej|Tolkmicko|ul. Szpitalna 2 |82-340 Tolkmicko
107163;280502;Dom Pomocy Społecznej w Nowej Wsi Ełckiej|Nowa Wieś Ełcka|Lipowa 1 |19-300 Ełk
107170;280503;Dom Pomocy Społecznej "LILI"|Golubie| 7A |19-314 Kalinowo
107196;280601;Dom Pomocy Społecznej|Giżycko|ul. Warszawska 31 |11-500 Giżycko
107231;280610;Dom Pomocy Społecznej w Wydminach|Wydminy|Źródlana 2 |11-510 Wydminy
107255;280701;Dom Pomocy Społecznej|Iława|Dąbrowskiego 15B |14-200 Iława
107316;280801;Dom Pomocy Społecznej|Kętrzyn|Wileńska 16 |11-400 Kętrzyn
107505;281303;Dom Pomocy Społecznej w Kowalach Oleckich|Kowale Oleckie|Witosa 8 |19-420 Kowale Oleckie
107558;281401;Lokal Domu Pomocy Społecznej|Barczewo|ul.Kraszewskiego 17 |11-010 Barczewo
107598;281403;Dom Pomocy Społecznej w Dobrym Mieście|Dobre Miasto|Łużycka 73 |11-040 Dobre Miasto
107614;281405;Dom Pomocy Społecznej w Grazymach|Grazymy|- 1 -|11-036 Gietrzwałd
107621;281406;Dom Pomocy Społecznej|Jeziorany|ul. Kajki 49 |11-320 Jeziorany
107628;281407;Dom Pomocy Społecznej|Jonkowo|Lipowa 9 |11-042 Jonkowo
107650;281409;Dom Pomocy Społecznej "Zacisze" w Olsztynku|Olsztynek|Park 5 |11-015 Olsztynek
107797;281604;Świetlica Domu Pomocy Społecznej Ewangelickiego Domu Opieki BETEZDA w Ukcie Parafii Ewangelicko-Augsburskiej w Mikołajkach|Ukta| 31 |12-220 Ruciane-Nida
107819;281701;Dom Pomocy Społecznej|Szczytno|ul. Wielbarska 2 |12-100 Szczytno
107864;281707;Dom Pomocy Społecznej|Spychowo|Sienkiewicza 3 |12-150 Spychowo
107918;281903;Dom Pomocy Społecznej|Węgorzewo|11 Listopada 12 |11-600 Węgorzewo
107948;286101;Dom Pomocy Społecznej "Niezapominajka"|Elbląg|ul. Toruńska 17 |82-300 Elbląg
108076;286201;Dom Pomocy Społecznej „Kombatant”|Olsztyn|ul. Juliana Fałata 23K |10-211 Olsztyn
108077;286201;Dom Pomocy Społecznej i Dom Opieki „Laurentius”|Olsztyn|ul. Hozjusza 19 |11-041 Olsztyn
108078;286201;Dom Pomocy Społecznej|Olsztyn|ul. Bałtycka 37a |10-144 Olsztyn
108079;286201;Dom Pomocy Społecznej „BARKA”|Olsztyn|ul. Jacka Kuronia 5 |10-165 Olsztyn
108090;300101;Budynek Domu Pomocy Społecznej|Chodzież|Ujska 47 |64-800 Chodzież
108224;300301;Dom Pomocy Społecznej|Gniezno|Wrzesińska 21 |62-200 Gniezno
108312;300403;Dom Pomocy Społecznej w Chumiętkach|Chumiętki| 22 |63-840 Krobia
108443;300706;Dom Pomocy Społecznej|Lisków|ul. ks. Wacława Blizińskiego 96 |62-850 Lisków
108497;300803;Dom Pomocy Społecznej|Rzetnia| 87 |63-600 Kępno
108523;300901;Dom Pomocy Społecznej|Koło|ul. Poniatowskiego 21 |62-600 Koło
108524;300901;Dom Pomocy Społecznej dla Dorosłych|Koło|ul. Blizna 55 |62-600 Koło
108654;301012;Dom Pomocy Społecznej w Ślesinie|Ślesin|ul.Kościelna 46 |62-561 Ślesin
108687;301102;Dom Pomocy Społecznej|Jarogniewice|ul. Poznańska 25 |64-020 Czempiń
108764;301204;Zakład Opiekuńczo-Leczniczy w Krotoszynie|Krotoszyn|ul. Bolewskiego 14 |63-700 Krotoszyn
108771;301206;Dom Pomocy Społecznej|Baszków|Baszków 112A |63-760 Zduny
108772;301206;Dom Pomocy Społecznej|Baszków| 112A |63-760 Zduny
108813;301401;Dom Pomocy Społecznej w Łężeczkach|Łężeczki| 40 |64-412 Chrzypsko Wielkie
108827;301403;Świetlica DPS Piłka-Zamyślin|Zamyślin| 2A |64-400 
108966;301701;Dom Pomocy Społecznej|Ostrów Wielkopolski|ul. Partyzancka 8 |63-400 Ostrów Wielkopolski
109027;301707;Dom Pomocy Społecznej|Psary|ul. Kaliska 3 |63-405 Sieroszewice
109042;301803;Dom Pomocy Społecznej|Marszałki| 15 |63-520 Grabów nad Prosną
109061;301804;Dom Pomocy Społecznej w Kobylej Górze|Kobyla Góra|ul. Tomasza Sikorskiego 1 |63-507 Kobyla Góra
109089;301807;Dom Pomocy Społecznej w Kochłowach|Kochłowy| 1 |63-500 Ostrzeszów
109129;301901;Dom Pomocy Społecznej im. Jana Pawła II|Piła|11 Listopada 40 |64-920 Piła
109195;302003;Dom Pomocy Społecznej|Fabianów|ul. Pleszewska 2 |63-330 Dobrzyca
109234;302006;Dom Pomocy Społecznej w Pleszewie|Pleszew|Plac Wolności im. Jana Pawła II 5 |63-300 Pleszew
109297;302105;Dom Pomocy Społecznej w Lisówkach|Lisówki|Leśne Zacisze 2 |62-070 Dopiewo
109461;302201;Dom Pomocy Społecznej|Pakówka| 42 |63-940 Bojanowo
109473;302204;Dom Pomocy Społecznej|Osiek| 54 |63-920 Pakosław
109512;302303;Dom Pomocy Społecznej w Skubarczewie|Skubarczewo| 4 |62-436 Orchowo
109535;302307;Dom Pomocy Społecznej|Strzałkowo|Kościuszki 16 |62-420 Strzałkowo
109541;302308;Dom Pomocy Społecznej|Zagórów|Lidmanowskiego 4 |62-410 Zagórów
109670;302604;Dom Pomocy Społecznej w Psarskiem|Psarskie|Owocowa 8 |63-100 Śrem
109672;302604;Dom Pomocy Społecznej w Śremie|Śrem|ul. Farna 16 |63-100 Śrem
109704;302703;Dom Pomocy Społecznej w Skęczniewie|Skęczniew| 58 |62-730 Dobra
109774;302806;Dom Pomocy Społecznej|Srebrna Góra| 62 |62-120 Wapno
109820;302903;Dom Pomocy Społecznej|Wolsztyn|Poznańska 29 |64-200 Wolsztyn
109871;303005;Dom Pomocy Społecznej|Września|Szkolna 25 |62-300 Września
109942;306101;Dzienny Dom Pomocy Społecznej|Kalisz|ul. Cegielniana 6 |62-800 Kalisz
109974;306101;Dom Pomocy Społecznej|Kalisz|ul. Winiarska 26 |62-800 Kalisz
110004;306201;Dom Pomocy Społecznej|Konin|Południowa 1 |62-510 Konin
110282;306401;Zakład Opiekuńczo-Leczniczy Wielospecjalistycznego Szpitala Miejskiego im. Józefa Strusia w Poznaniu|Poznań|ul. Szkolna 8/12 |61-833 Poznań
110286;306401;Dom Pomocy Społecznej im. bł. Edmunda Bojanowskiego w Poznaniu|Poznań|ul. Mieczysława Niedziałkowskiego 22 |61-578 Poznań
110293;306401;Dom Pomocy Społecznej w Poznaniu|Poznań|ul. Bukowska 27/29 |60-501 Poznań
110297;306401;Dom Pomocy Społecznej w Poznaniu|Poznań|ul. Ugory 18/20 |61-623 Poznań
110301;306401;Dom Pomocy Społecznej w Poznaniu|Poznań|ul. Stanisława Konarskiego 11/13 |61-114 Poznań
110302;306401;Zakład Opiekuńczo-Leczniczy i Rehabilitacji Medycznej Samodzielny Publiczny Zakład Opieki Zdrowotnej|Poznań|ul. Mogileńska 42 |61-044 Poznań
110304;306401;Dom Pomocy Społecznej w Poznaniu|Poznań|ul. Mińska 14 |61-049 Poznań
110306;306401;Dom Pomocy Społecznej w Poznaniu|Poznań|ul. Pokrzywno 1 |61-315 Poznań
110307;306401;Dom Pomocy Społecznej w Poznaniu|Poznań|ul. Ludwika Zamenhofa 142a |61-139 Poznań
110309;306401;Dom Pomocy Społecznej|Poznań|ul. Sielska 13 |60-129 Poznań
110329;320101;Dom Pomocy Społecznej w Białogardzie|Białogard|Mickiewicza 6 |78-200 Białogard
110330;320101;Dom Pomocy Społecznej w Białogardzie|Białogard|Świętego Brata Alberta 1 |78-200 Białogard
110377;320203;Dom Pomocy Społecznej|Brzeziny| 1 |73-220 Drawno
110439;320306;Dom Pomocy Społecznej|Darskowo| 7 |78-520 Złocieniec
110487;320404;Dom Pomocy Społecznej|Nowogard|ul.Smużyny 2 |72-200 Nowogard
