teryt;xteryt;gmina;typ;coord;onum;oname;komitet;nrk;nz;im;plec;partia;xcoord
206101;1;Białystok;mm;53.1275085,23.156492;24;Białystok;PiS;3;PASZKOWSKI;Bohdan Józef;Mężczyzna;PiS;53.130661 23.172156
200403;2;Radziłów;gw;53.420742,22.4535145;24;Białystok;PiS;4;GWIAZDOWSKI;Kazimierz;Mężczyzna;PiS;53.421214 22.456595
206101;1;Białystok;mm;53.1275085,23.156492;24;Białystok;PiS;5;ŻALEK;Jacek;Mężczyzna;PorozumienieJarosławaGowina;53.118917 23.157005
146516;1;Mst Warszawa (a);mm;52.233002,21.0614195;25;Gdańsk;PiS;1;SELLIN;Jarosław Daniel;Mężczyzna;PiS;52.265259 21.062962
226101;1;Gdańsk (ab);mm;54.361096,18.6899295;25;Gdańsk;PiS;2;PŁAŻYŃSKI;Kacper Maciej;Mężczyzna;PiS;54.367438 18.701029
220706;2;Sadlinki;gw;53.653488,18.84361;25;Gdańsk;PiS;3;ŻEBROWSKI;Arwid Marek;Mężczyzna;PiS;53.652229 18.843403
221303;1;Starogard Gdański;gm;53.9654205,18.526571;25;Gdańsk;PiS;4;KILIAN;Jan;Mężczyzna;PiS;53.968415 18.518851
220901;1;Malbork;gm;54.028507,19.044351;25;Gdańsk;PiS;5;CYMAŃSKI;Tadeusz;Mężczyzna;SolidarnaPolska;54.024643 19.042805
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;1;HORAŁA;Marcin Michał;Mężczyzna;PiS;54.489741 18.469905
220201;1;Chojnice;gm;53.69997,17.56019;26;Słupsk;PiS;2;MRÓWCZYŃSKI;Aleksander Mikołaj;Mężczyzna;PiS;53.697928 17.556691
226301;1;Słupsk;mm;54.4605945,17.0281465;26;Słupsk;PiS;3;MÜLLER;Piotr Józef;Mężczyzna;PiS;54.456295 17.023506
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;4;ŚNIADEK;Janusz;Mężczyzna;PiS;54.516002 18.480634
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;PiS;5;ZWIERCAN;Małgorzata Grażyna;Kobieta;BEZP;54.507660 18.464259
240205;2;Jasienica;gw;49.8311925,18.920445;27;Bielsko-Biała;PiS;1;SZWED;Stanisław;Mężczyzna;PiS;49.830029 18.925103
246101;1;Bielsko-Biała;mm;49.812118,19.038784;27;Bielsko-Biała;PiS;2;PUDA;Grzegorz Paweł;Mężczyzna;PiS;49.798947 19.030813
241709;2;Milówka;gw;49.567514,19.0741565;27;Bielsko-Biała;PiS;3;MATUSZNY;Kazimierz Władysław;Mężczyzna;PiS;49.567758 19.077217
246101;1;Bielsko-Biała;mm;49.812118,19.038784;27;Bielsko-Biała;PiS;4;DRABEK;Przemysław Mieczysław;Mężczyzna;PiS;49.815241 19.042576
246101;1;Bielsko-Biała;mm;49.812118,19.038784;27;Bielsko-Biała;PiS;5;WÓJCIK;Magdalena Ewa;Kobieta;BEZP;49.815800 19.047971
246401;1;Częstochowa;mm;50.8096365,19.122219;28;Częstochowa;PiS;1;GIŻYŃSKI;Szymon Stanisław;Mężczyzna;PiS;50.823975 19.137361
240405;2;Kłomnice;gw;50.9066875,19.38551;28;Częstochowa;PiS;2;BURZYŃSKA;Lidia Ewa;Kobieta;PiS;50.909066 19.389051
240903;2;Niegowa;gw;50.646325,19.515889;28;Częstochowa;PiS;3;TREPKA;Mariusz Wiesław;Mężczyzna;PiS;50.646456 19.515589
240705;2;Kochanowice;gw;50.7237355,18.731746;28;Częstochowa;PiS;4;GAWRON;Andrzej Janusz;Mężczyzna;PiS;50.723107 18.730422
246401;1;Częstochowa;mm;50.8096365,19.122219;28;Częstochowa;PiS;5;FAJER;Monika;Kobieta;SolidarnaPolska;50.803344 19.108427
246901;1;Katowice (a);mm;50.214288,19.008149;29;Katowice;PiS;1;BORYS-SZOPA;Bożena Teresa;Kobieta;PiS;50.217430 19.006005
246201;1;Bytom;mm;50.3650315,18.8763025;29;Katowice;PiS;2;SZARAMA;Wojciech Piotr;Mężczyzna;PiS;50.358318 18.875699
246601;1;Gliwice;mm;50.30115,18.6496155;29;Katowice;PiS;3;PYZIK;Piotr Mieczysław;Mężczyzna;PiS;50.303060 18.657833
246601;1;Gliwice;mm;50.30115,18.6496155;29;Katowice;PiS;4;GONCIARZ;Jarosław Włodzimierz;Mężczyzna;PiS;50.308763 18.658129
241304;1;Tarnowskie Góry;gm;50.4655775,18.842068;29;Katowice;PiS;5;OLSZEWSKI;Tomasz Jan;Mężczyzna;PorozumienieJarosławaGowina;50.471863 18.834640
247301;1;Rybnik;mm;50.1105395,18.549262;30;Bielsko-Biała;PiS;1;PIECHA;Bolesław Grzegorz;Mężczyzna;PiS;50.120647 18.551025
241101;1;Racibórz;gm;50.090618,18.2217685;30;Bielsko-Biała;PiS;2;WOŚ;Michał Piotr;Mężczyzna;BEZP;50.088331 18.226353
247301;1;Rybnik;mm;50.1105395,18.549262;30;Bielsko-Biała;PiS;3;SOBIERAJSKI;Czesław Stanisław;Mężczyzna;PiS;50.098963 18.547700
241507;2;Lubomia;gw;50.0236835,18.300404;30;Bielsko-Biała;PiS;4;GAWĘDA;Adam;Mężczyzna;PiS;50.024566 18.302553
246701;1;Jastrzębie-Zdrój;mm;49.960629,18.600491;30;Bielsko-Biała;PiS;5;MATUSIAK;Grzegorz;Mężczyzna;PiS;49.963621 18.604199
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;31;Katowice;PiS;1;MORAWIECKI;Mateusz Jakub;Mężczyzna;PiS;52.205650 21.095764
240102;1;Czeladź;gm;50.3191925,19.082332;31;Katowice;PiS;2;WÓJCIK;Michał Marek;Mężczyzna;SolidarnaPolska;50.314865 19.085861
247101;1;Piekary Śląskie;mm;50.375829,18.9780355;31;Katowice;PiS;3;POLACZEK;Jerzy Jan;Mężczyzna;PiS;50.372829 18.975846
241002;2;Kobiór;gw;50.07058,18.9461835;31;Katowice;PiS;4;SOŚNIERZ;Andrzej Stanisław;Mężczyzna;PorozumienieJarosławaGowina;50.071250 18.949245
246301;1;Chorzów;mm;50.288457,18.9628335;31;Katowice;PiS;5;NOWAK;Maria Teresa;Kobieta;PiS;50.281955 18.970274
247501;1;Sosnowiec;mm;50.271233,19.194618;32;Katowice;PiS;1;MALIK;Ewa Danuta;Kobieta;PiS;50.267722 19.194742
240104;2;Bobrowniki;gw;50.4124475,19.0307975;32;Katowice;PiS;2;ANDZEL;Waldemar Franciszek;Mężczyzna;PiS;50.412539 19.030962
246501;1;Dąbrowa Górnicza;mm;50.369804,19.3216805;32;Katowice;PiS;3;WARWAS;Robert Piotr;Mężczyzna;PiS;50.376101 19.315231
241602;1;Zawiercie;gm;50.5057285,19.4702655;32;Katowice;PiS;4;NOWICKA;Danuta Czesława;Kobieta;PiS;50.502139 19.464209
246801;1;Jaworzno;mm;50.189359,19.3014005;32;Katowice;PiS;5;MATERLA;Maria;Kobieta;PiS;50.180300 19.300560
146513;1;Mst Warszawa (a);mm;52.233002,21.0614195;33;Kielce;PiS;1;ZIOBRO;Zbigniew Tadeusz;Mężczyzna;SolidarnaPolska;52.267760 21.044495
140309;2;Parysów;gw;51.982036,21.6612385;33;Kielce;PiS;2;KRUPKA;Anna Maria;Kobieta;PiS;51.981399 21.658707
261101;1;Starachowice;gm;51.0383275,21.071639;33;Kielce;PiS;3;LIPIEC;Krzysztof Bogdan;Mężczyzna;PiS;51.033959 21.075218
260104;2;Pacanów;gw;50.3740815,21.0414145;33;Kielce;PiS;4;CIEŚLAK;Michał;Mężczyzna;PorozumienieJarosławaGowina;50.375288 21.042426
260901;1;Sandomierz;gm;50.6795795,21.7470975;33;Kielce;PiS;5;KWITEK;Marek;Mężczyzna;PiS;50.679388 21.743321
286101;1;Elbląg (b);mm;54.1988105,19.434411;34;Elbląg;PiS;1;KRASULSKI;Leonard Seweryn;Mężczyzna;PiS;54.208150 19.427874
286101;1;Elbląg (b);mm;54.1988105,19.434411;34;Elbląg;PiS;2;WILK;Jerzy Zbigniew;Mężczyzna;PiS;54.204012 19.425573
281501;1;Ostróda;gm;53.7027805,19.9529895;34;Elbląg;PiS;3;BABALSKI;Zbigniew;Mężczyzna;PiS;53.705653 19.951769
280101;1;Bartoszyce;gm;54.2558085,20.810385;34;Elbląg;PiS;4;KAZIMIERCZUK;Marcin;Mężczyzna;PiS;54.256042 20.808616
280201;1;Braniewo;gm;54.379474,19.8205195;34;Elbląg;PiS;5;MODZELEWSKA-KOZIOŁ;Monika Anna;Kobieta;PiS;54.382557 19.819117
286201;1;Olsztyn;mm;53.776555,20.4665675;35;Olsztyn;PiS;1;MAKSYMOWICZ;Wojciech Stefan;Mężczyzna;BEZP;53.780165 20.472173
286201;1;Olsztyn;mm;53.776555,20.4665675;35;Olsztyn;PiS;2;ARENT;Iwona Ewa;Kobieta;PiS;53.775273 20.478312
286201;1;Olsztyn;mm;53.776555,20.4665675;35;Olsztyn;PiS;3;CHOJECKI;Artur Henryk;Mężczyzna;PiS;53.780808 20.458147
280501;1;Ełk;gm;53.823927,22.360008;35;Olsztyn;PiS;4;KOSSAKOWSKI;Wojciech;Mężczyzna;PiS;53.827976 22.360017
281603;3;Pisz;gmw;53.63459,21.713319;35;Olsztyn;PiS;5;MAŁECKI;Jerzy Wojciech;Mężczyzna;PiS;53.629893 21.710960
146513;1;Mst Warszawa (a);mm;52.233002,21.0614195;36;Kalisz;PiS;1;DZIEDZICZAK;Jan Michał;Mężczyzna;PiS;52.199343 21.081793
301702;3;Nowe Skalmierzyce;gmw;51.718661,18.0022465;36;Kalisz;PiS;2;ŁAWNICZAK;Tomasz;Mężczyzna;PiS;51.722759 18.003539
306101;1;Kalisz;mm;51.747363,18.0760685;36;Kalisz;PiS;3;MOSIŃSKI;Jan;Mężczyzna;PiS;51.749454 18.063746
301701;1;Ostrów Wielkopolski;gm;51.6469035,17.8039815;36;Kalisz;PiS;4;MALĄG;Marlena Magdalena;Kobieta;PiS;51.647795 17.800408
300704;2;Godziesze Wielkie;gw;51.653183,18.1655835;36;Kalisz;PiS;5;KALETA;Piotr Marek;Mężczyzna;PiS;51.657212 18.163158
306401;1;Poznań (a);mm;52.4006265,16.90154;37;Konin;PiS;1;HOFFMANN;Zbigniew Grzegorz;Mężczyzna;PiS;52.394856 16.924201
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;37;Konin;PiS;2;CZARNECKI;Witold Wojciech;Mężczyzna;PiS;51.923470 15.522137
300301;1;Gniezno;gm;52.524904,17.6033275;37;Konin;PiS;3;DOLATA;Zbigniew;Mężczyzna;PiS;52.525919 17.599471
302704;2;Kawęczyn;gw;51.897629,18.5039135;37;Konin;PiS;4;BARTOSIK;Ryszard;Mężczyzna;PiS;51.899550 18.507431
300907;2;Koło;gw;52.2255215,18.6215155;37;Konin;PiS;5;GALEMBA;Leszek Ryszard;Mężczyzna;PiS;52.228492 18.622592
300207;3;Trzcianka;gmw;53.0334205,16.48053;38;Piła;PiS;1;CZARNECKI;Krzysztof Władysław;Mężczyzna;PiS;53.036743 16.481227
301901;1;Piła;gm;53.134976,16.7601705;38;Piła;PiS;2;KUBIAK;Marta Ryszarda;Kobieta;PiS;53.138654 16.757061
301901;1;Piła;gm;53.134976,16.7601705;38;Piła;PiS;3;PIECHOWIAK;Grzegorz;Mężczyzna;PorozumienieJarosławaGowina;53.139529 16.767826
301901;1;Piła;gm;53.134976,16.7601705;38;Piła;PiS;4;PORZUCEK;Marcin Bartosz;Mężczyzna;PiS;53.137388 16.756442
301601;3;Oborniki;gmw;52.647982,16.773544;38;Piła;PiS;5;ZIELIŃSKI;Michał Witold;Mężczyzna;PiS;52.645424 16.780002
120609;2;Mogilany;gw;49.9402465,19.887027;39;Poznań;PiS;1;EMILEWICZ;Jadwiga Katarzyna;Kobieta;PorozumienieJarosławaGowina;49.937835 19.888548
306401;1;Poznań (a);mm;52.4006265,16.90154;39;Poznań;PiS;2;DZIUBA;Tadeusz Antoni;Mężczyzna;PiS;52.399146 16.875667
306401;1;Poznań (a);mm;52.4006265,16.90154;39;Poznań;PiS;3;SZYNKOWSKI VEL SĘK;Szymon Andrzej;Mężczyzna;PiS;52.381664 16.892828
306401;1;Poznań (a);mm;52.4006265,16.90154;39;Poznań;PiS;4;STRYJSKA;Małgorzata Irena;Kobieta;BEZP;52.416757 16.909741
306401;1;Poznań (a);mm;52.4006265,16.90154;39;Poznań;PiS;5;ZYSK;Tadeusz;Mężczyzna;BEZP;52.387854 16.910204
320801;1;Kołobrzeg (b);gm;54.1754755,15.599663;40;Koszalin;PiS;1;HOC;Czesław;Mężczyzna;PiS;54.178884 15.603149
326201;1;Szczecin (ab);mm;53.429696,14.6242155;40;Koszalin;PiS;2;SZEFERNAKER;Paweł Maciej;Mężczyzna;PiS;53.430571 14.645360
321501;1;Szczecinek;gm;53.7027525,16.694615;40;Koszalin;PiS;3;GOLIŃSKA;Małgorzata Joanna;Kobieta;PiS;53.698489 16.691924
320101;1;Białogard;gm;54.014137,15.975557;40;Koszalin;PiS;4;STRZAŁKOWSKI;Stefan Zdzisław;Mężczyzna;PiS;54.012878 15.973863
321701;1;Wałcz;gm;53.2726985,16.449461;40;Koszalin;PiS;5;SUBOCZ;Marek Andrzej;Mężczyzna;PiS;53.271196 16.448020
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;41;Szczecin;PiS;1;GRÓBARCZYK;Marek Józef;Mężczyzna;PiS;52.197904 21.024013
326201;1;Szczecin (ab);mm;53.429696,14.6242155;41;Szczecin;PiS;2;DOBRZYŃSKI;Leszek;Mężczyzna;PiS;53.433839 14.617236
326201;1;Szczecin (ab);mm;53.429696,14.6242155;41;Szczecin;PiS;3;SZAŁABAWKA;Artur Lesław;Mężczyzna;PiS;53.424126 14.616976
321401;1;Stargard;gm;53.3090345,15.011864;41;Szczecin;PiS;4;JACH;Michał;Mężczyzna;PiS;53.308631 15.003520
326201;1;Szczecin (ab);mm;53.429696,14.6242155;41;Szczecin;PiS;5;BIERNAT;Stefania Elżbieta;Kobieta;PiS;53.418467 14.622405
