teryt;xteryt;gmina;typ;coord;onum;oname;komitet;nrk;nz;im;plec;partia;xcoord
146301;1;Radom (a);mm;51.417238,21.156178;17;Radom;SLD;5;ZIEMNICKA;Małgorzata Maria;Kobieta;BEZP;51.419345 21.155700
146401;1;Siedlce;mm;52.1617485,22.27579;18;Siedlce;SLD;1;OLKO;Dorota Zofia;Kobieta;LRazem;52.152822 22.271411
146401;1;Siedlce;mm;52.1617485,22.27579;18;Siedlce;SLD;2;PIASECKA;Anna;Kobieta;BEZP;52.163908 22.270976
146101;1;Ostrołęka;mm;53.07785,21.5890585;18;Siedlce;SLD;3;PARZYCHOWSKA-KURPIEWSKA;Maria Magdalena;Kobieta;BEZP;53.076526 21.582491
141215;1;Sulejówek;gm;52.244468,21.281617;18;Siedlce;SLD;4;SKRZYNIARZ;Michał Aleksander;Mężczyzna;LRazem;52.242362 21.283453
141002;3;Łosice;gmw;52.217725,22.738954;18;Siedlce;SLD;5;KARDACZ;Tomasz Robert;Mężczyzna;BEZP;52.221292 22.739413
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;19;Warszawa;SLD;1;ZANDBERG;Adrian Tadeusz;Mężczyzna;członek partii politycznej: Razem;52.235585 21.038443
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;19;Warszawa;SLD;2;ŻUKOWSKA;Anna Maria;Kobieta;SLD;52.246127 21.026797
143205;3;Łomianki;gmw;52.3463125,20.8638225;19;Warszawa;SLD;3;TARCZYŃSKA;Anna Małgorzata;Kobieta;Wiosna;52.341296 20.869571
146508;1;Mst Warszawa (a);mm;52.233002,21.0614195;19;Warszawa;SLD;4;BIEJAT;Magdalena Agnieszka;Kobieta;LRazem;52.216283 21.025703
146513;1;Mst Warszawa (a);mm;52.233002,21.0614195;19;Warszawa;SLD;5;LIEDEL;Krzysztof;Mężczyzna;BEZP;52.276050 21.041944
143403;1;Ząbki;gm;52.292485,21.112519;20;Warszawa;SLD;1;ROZENEK;Andrzej Tadeusz;Mężczyzna;SLD;52.288658 21.108551
146510;1;Mst Warszawa (a);mm;52.233002,21.0614195;20;Warszawa;SLD;2;ZIMMERMANN;Julia Eliza;Kobieta;LRazem;52.232091 21.025152
143401;1;Kobyłka;gm;52.340022,21.198779;20;Warszawa;SLD;3;BUŹNIAK;Sylwia Lidia;Kobieta;Wiosna;52.346297 21.196603
140805;2;Wieliszew;gw;52.4502215,20.8818155;20;Warszawa;SLD;4;PONIEWIERKA;Leszek;Mężczyzna;Wiosna;52.448543 20.879819
142101;1;Piastów;gm;52.1855705,20.8463065;20;Warszawa;SLD;5;GÓRSKI;Marcin;Mężczyzna;LRazem;52.190261 20.845821
146508;1;Mst Warszawa (a);mm;52.233002,21.0614195;21;Opole;SLD;1;ZAWISZA;Marcelina Monika;Kobieta;LRazem;52.236625 21.035268
160706;3;Otmuchów;gmw;50.442151,17.1729915;21;Opole;SLD;2;WOŹNIAK;Piotr Jan;Mężczyzna;SLD;50.441712 17.171090
166101;1;Opole;mm;50.6788155,17.9061435;21;Opole;SLD;3;PILC;Jarosław Stanisław;Mężczyzna;Wiosna;50.672239 17.902428
160401;3;Byczyna;gmw;51.106103,18.2080285;21;Opole;SLD;4;JURCZYK-MIŻEJEWSKA;Anna Maria;Kobieta;LRazem;51.108573 18.211076
161101;2;Izbicko;gw;50.5711405,18.159873;21;Opole;SLD;5;OLIŃSKA-BIEG;Małgorzata Jolanta;Kobieta;BEZP;50.569945 18.156656
180906;3;Oleszyce;gmw;50.1428035,22.9730745;22;Krosno;SLD;1;RYDZIK;Łukasz Michał;Mężczyzna;Wiosna;50.144024 22.970255
186101;1;Krosno;mm;49.6892935,21.753032;22;Krosno;SLD;2;ZAJDEL;Gabriel Jerzy;Mężczyzna;SLD;49.685886 21.760844
181701;1;Sanok;gm;49.5565395,22.2155815;22;Krosno;SLD;3;MACKIEWICZ-ROSSMANITH;Kamila;Kobieta;LRazem;49.563796 22.211857
186201;1;Przemyśl (c);mm;49.7834985,22.784265;22;Krosno;SLD;4;JAGUSTYN;Janusz Andrzej;Mężczyzna;SLD;49.783004 22.795882
180201;3;Brzozów;gmw;49.6858385,22.0233185;22;Krosno;SLD;5;PIOTROWSKA;Kamila Helena;Kobieta;SLD;49.687077 22.026904
186301;1;Rzeszów (a);mm;50.0058865,21.976327;23;Rzeszów;SLD;1;BUŻ;Wiesław;Mężczyzna;SLD;49.998161 21.976343
181614;3;Tyczyn;gmw;49.9615145,22.0564475;23;Rzeszów;SLD;2;SZTUK;Michał Andrzej;Mężczyzna;Wiosna;49.957277 22.053257
186301;1;Rzeszów (a);mm;50.0058865,21.976327;23;Rzeszów;SLD;3;ITNER;Agnieszka;Kobieta;LRazem;49.998805 21.965267
181205;3;Nisko;gmw;50.4778895,22.1611595;23;Rzeszów;SLD;4;OZIMEK;Julian;Mężczyzna;SLD;50.481988 22.164579
186301;1;Rzeszów (a);mm;50.0058865,21.976327;23;Rzeszów;SLD;5;FILIPEK;Jerzy;Mężczyzna;SLD;50.000409 21.974208
206101;1;Białystok;mm;53.1275085,23.156492;24;Białystok;SLD;1;KRUTUL;Paweł;Mężczyzna;Wiosna;53.146766 23.149718
206101;1;Białystok;mm;53.1275085,23.156492;24;Białystok;SLD;2;KUSZNIERUK;Piotr;Mężczyzna;SLD;53.138333 23.175116
206101;1;Białystok;mm;53.1275085,23.156492;24;Białystok;SLD;3;ROSIŃSKA;Katarzyna Ewa;Kobieta;członek partii politycznej: Razem;53.129885 23.152937
200303;2;Bielsk Podlaski;gw;52.786376,23.1765825;24;Białystok;SLD;4;PROKOPIUK;Seweryn;Mężczyzna;członek partii politycznej: Razem;52.788945 23.175713
200104;3;Lipsk;gmw;53.76053,23.4408435;24;Białystok;SLD;5;MAŃCZUK;Tomasz;Mężczyzna;SLD;53.757792 23.442148
226101;1;Gdańsk (ab);mm;54.361096,18.6899295;25;Gdańsk;SLD;1;MACIEJEWSKA;Beata Monika;Kobieta;Wiosna;54.359289 18.675663
226101;1;Gdańsk (ab);mm;54.361096,18.6899295;25;Gdańsk;SLD;2;BANACH;Jolanta Maria;Kobieta;BEZP;54.358807 18.688683
226201;1;Gdynia (ab);mm;54.503614,18.463552;25;Gdańsk;SLD;3;KOWALCZUK;Łukasz;Mężczyzna;LRazem;54.505496 18.466157
220703;2;Kwidzyn;gw;53.769314,18.979397;25;Gdańsk;SLD;4;ŚNIEG;Andrzej Stanisław;Mężczyzna;SLD;53.769202 18.976470
226401;1;Sopot;mm;54.441869,18.547822;25;Gdańsk;SLD;5;PIĘKOŚ;Michał Rafał;Mężczyzna;Wiosna;54.445757 18.547785
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;SLD;1;SENYSZYN;Joanna;Kobieta;SLD;54.500061 18.448293
226201;1;Gdynia (ab);mm;54.503614,18.463552;26;Słupsk;SLD;2;RUTKA;Marek Andrzej;Mężczyzna;Wiosna;54.500899 18.457396
221503;1;Wejherowo;gm;54.605985,18.233643;26;Słupsk;SLD;3;HASKA;Karolina;Kobieta;LRazem;54.601534 18.237497
226301;1;Słupsk;mm;54.4605945,17.0281465;26;Słupsk;SLD;4;ŁUKASZEWICZ;Anna Beata;Kobieta;BEZP;54.463423 17.020298
221507;2;Luzino;gw;54.561262,18.097215;26;Słupsk;SLD;5;LUBIEWSKI;Adam Marek;Mężczyzna;LRazem;54.564230 18.100715
246101;1;Bielsko-Biała;mm;49.812118,19.038784;27;Bielsko-Biała;SLD;1;KOPERSKI;Przemysław Adam;Mężczyzna;SLD;49.815847 19.047060
246101;1;Bielsko-Biała;mm;49.812118,19.038784;27;Bielsko-Biała;SLD;2;LAMEK-KOCHANOWSKA;Agnieszka Zofia;Kobieta;LRazem;49.808607 19.029645
246101;1;Bielsko-Biała;mm;49.812118,19.038784;27;Bielsko-Biała;SLD;3;CZYLOK;Leszek Zbigniew;Mężczyzna;Wiosna;49.824957 19.040010
241703;2;Gilowice;gw;49.712609,19.3013115;27;Bielsko-Biała;SLD;4;SATŁAWA;Henryk;Mężczyzna;SLD;49.714104 19.305232
240307;2;Goleszów;gw;49.729042,18.711906;27;Bielsko-Biała;SLD;5;TYRNA;Leszek;Mężczyzna;SLD;49.728112 18.712937
246401;1;Częstochowa;mm;50.8096365,19.122219;28;Częstochowa;SLD;1;WOLSKI;Zdzisław;Mężczyzna;SLD;50.808690 19.130718
246401;1;Częstochowa;mm;50.8096365,19.122219;28;Częstochowa;SLD;2;NIESMACZNY;Zbigniew Paweł;Mężczyzna;SLD;50.803392 19.104168
240901;1;Myszków;gm;50.5646695,19.327035;28;Częstochowa;SLD;3;KĘPSKI;Rafał Tadeusz;Mężczyzna;SLD;50.563767 19.325895
240601;3;Kłobuck;gmw;50.9068465,18.982633;28;Częstochowa;SLD;4;KOTKOWSKA;Ewelina Tacjana;Kobieta;SLD;50.903102 18.983363
246401;1;Częstochowa;mm;50.8096365,19.122219;28;Częstochowa;SLD;5;IŻYŃSKA;Małgorzata;Kobieta;SLD;50.798557 19.112686
146519;1;Mst Warszawa (a);mm;52.233002,21.0614195;29;Katowice;SLD;1;NOWICKA;Wanda Hanna;Kobieta;BEZP;52.264647 21.099216
246401;1;Częstochowa;mm;50.8096365,19.122219;29;Katowice;SLD;2;WITASIK;Rafał Leszek;Mężczyzna;BEZP;50.797256 19.128261
246201;1;Bytom;mm;50.3650315,18.8763025;29;Katowice;SLD;3;SŁANIA;Barbara Joanna;Kobieta;członek partii politycznej: Razem;50.370605 18.863115
241304;1;Tarnowskie Góry;gm;50.4655775,18.842068;29;Katowice;SLD;4;KROCZEK;Wacław Jan;Mężczyzna;BEZP;50.471523 18.848496
241303;1;Radzionków;gm;50.4014935,18.9007175;29;Katowice;SLD;5;FILIPEK;Andrzej;Mężczyzna;członek partii politycznej: SLD;50.402994 18.904644
247301;1;Rybnik;mm;50.1105395,18.549262;30;Bielsko-Biała;SLD;1;KOPIEC;Maciej Kamil;Mężczyzna;Wiosna;50.110918 18.538159
241504;1;Wodzisław Śląski;gm;50.002295,18.439965;30;Bielsko-Biała;SLD;2;NOWAK;Mirosław Krzysztof;Mężczyzna;SLD;49.992511 18.436360
240802;1;Mikołów;gm;50.196078,18.8619095;30;Bielsko-Biała;SLD;3;SMOLIŃSKI;Zdzisław;Mężczyzna;LRazem;50.192390 18.859154
247301;1;Rybnik;mm;50.1105395,18.549262;30;Bielsko-Biała;SLD;4;KUSTRA;Hanna Joanna;Kobieta;BEZP;50.098141 18.548236
246701;1;Jastrzębie-Zdrój;mm;49.960629,18.600491;30;Bielsko-Biała;SLD;5;URBAŃCZYK;Piotr Aleksander;Mężczyzna;SLD;49.959224 18.599097
246601;1;Gliwice;mm;50.30115,18.6496155;31;Katowice;SLD;1;KONIECZNY;Maciej;Mężczyzna;członek partii politycznej: Razem;50.295840 18.653034
246901;1;Katowice (a);mm;50.214288,19.008149;31;Katowice;SLD;2;LEKSTON;Andrzej Jan;Mężczyzna;BEZP;50.208529 19.026814
246901;1;Katowice (a);mm;50.214288,19.008149;31;Katowice;SLD;3;MAJCHRZAK;Katarzyna Beata;Kobieta;Wiosna;50.219482 18.998094
246901;1;Katowice (a);mm;50.214288,19.008149;31;Katowice;SLD;4;TOMALA-BOGACKA;Gabriela Barbara;Kobieta;BEZP;50.233391 19.009594
247001;1;Mysłowice;mm;50.209618,19.1546025;31;Katowice;SLD;5;DULIŃSKI;Edward Józef;Mężczyzna;SLD;50.209871 19.149216
146507;1;Mst Warszawa (a);mm;52.233002,21.0614195;32;Katowice;SLD;1;CZARZASTY;Włodzimierz;Mężczyzna;SLD;52.259661 21.032126
240101;1;Będzin;gm;50.335806,19.123996;32;Katowice;SLD;2;ADAMCZYK;Rafał Jan;Mężczyzna;SLD;50.331670 19.120428
246101;1;Bielsko-Biała;mm;49.812118,19.038784;32;Katowice;SLD;3;ZIEGLER-CHAMIELEC;Anita Kornelia;Kobieta;Wiosna;49.816231 19.031987
247501;1;Sosnowiec;mm;50.271233,19.194618;32;Katowice;SLD;4;NITWINKO;Wojciech Marcin;Mężczyzna;SLD;50.269553 19.207583
247501;1;Sosnowiec;mm;50.271233,19.194618;32;Katowice;SLD;5;LITEWKA;Łukasz Karol;Mężczyzna;BEZP;50.284312 19.193150
260503;3;Końskie;gmw;51.1702075,20.3990575;33;Kielce;SLD;1;SZEJNA;Andrzej Jan;Mężczyzna;członek partii politycznej: SLD;51.171475 20.393090
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;33;Kielce;SLD;2;PIECHNA-WIĘCKIEWICZ;Paulina Krystyna;Kobieta;Wiosna;52.189395 21.040495
260701;1;Ostrowiec Świętokrzyski;gm;50.9502505,21.4064845;33;Kielce;SLD;3;PIETRUSZKA;Aron Adrian;Mężczyzna;LRazem;50.942726 21.404855
266101;1;Kielce (a);mm;50.85419,20.615443;33;Kielce;SLD;4;WIELGUS;Iwona;Kobieta;BEZP;50.867799 20.603741
261001;1;Skarżysko-Kamienna;gm;51.1229895,20.8753035;33;Kielce;SLD;5;GAJDA;Jan;Mężczyzna;członek partii politycznej: SLD;51.126935 20.873298
286201;1;Olsztyn;mm;53.776555,20.4665675;34;Elbląg;SLD;1;FALEJ;Monika Walentyna;Kobieta;Wiosna;53.781247 20.460192
286101;1;Elbląg (b);mm;54.1988105,19.434411;34;Elbląg;SLD;2;ZIELONKA;Andrzej Jan;Mężczyzna;SLD;54.207709 19.437387
286201;1;Olsztyn;mm;53.776555,20.4665675;34;Elbląg;SLD;3;BARTKOWSKA;Emilia;Kobieta;LRazem;53.777789 20.470763
286101;1;Elbląg (b);mm;54.1988105,19.434411;34;Elbląg;SLD;4;KLIM;Ryszard;Mężczyzna;BEZP;54.194624 19.445877
281202;2;Biskupiec;gw;53.4772145,19.3433595;34;Elbląg;SLD;5;ZDANOWSKI;Daniel Adrian;Mężczyzna;BEZP;53.472835 19.340624
