5;7;26;/cpr/sjm-5/pl/e66acae6-abfa-42e4-a4fd-cbd675c29e3b.html;Dzięcioł Janusz Andrzej;poseł na Sejm;13 907;3,95%
6;1;1;/cpr/sjm-6/pl/42c734ba-1905-4d1d-88b6-64706ce76bb1.html;Kruk Elżbieta Małgorzata;historyk;30 048;6,53%
6;1;2;/cpr/sjm-6/pl/a9beaff1-3e86-4769-80cf-3e5c7e3fed8d.html;Michałkiewicz Krzysztof Stefan;socjolog;11 816;2,57%
6;1;4;/cpr/sjm-6/pl/a12654cd-4ab5-4446-98b0-c28bff143f07.html;Sprawka Lech Stanisław;nauczyciel;23 848;5,18%
6;1;5;/cpr/sjm-6/pl/513c87da-efdc-415d-b76c-32dd56dfab6a.html;Masłowska Gabriela;nauczyciel akademicki;17 777;3,86%
6;1;6;/cpr/sjm-6/pl/de412f53-27af-49b1-9c53-cd71ccb63d14.html;Sadurska Małgorzata Barbara;prawnik;15 946;3,47%
6;1;8;/cpr/sjm-6/pl/56dba5e1-430c-4b93-ae25-8848323585ea.html;Żaczek Jarosław;inżynier rolnictwa;11 278;2,45%
6;3;1;/cpr/sjm-6/pl/457182da-a65f-4559-8eb7-c3600b2e45c0.html;Czerniak Jacek Andrzej;politolog;5 965;1,30%
6;4;1;/cpr/sjm-6/pl/3deeefc4-2544-4916-8ac0-1147fc533ea1.html;Popiołek Zofia;administratywista;18 752;4,08%
6;4;2;/cpr/sjm-6/pl/49184e54-3987-4bd6-b050-842416e2f3db.html;Kabaciński Michał;student;6 984;1,52%
6;5;1;/cpr/sjm-6/pl/90b412f0-ea85-4049-a99a-faff5fea74c4.html;Hetman Krzysztof Andrzej;pracownik samorządowy;10 804;2,35%
6;5;2;/cpr/sjm-6/pl/b15073ea-6001-4d67-96cb-3d1423625d32.html;Łopata Jan Zbigniew;inż rolnik;8 725;1,90%
6;7;1;/cpr/sjm-6/pl/5af0357c-b016-4fbd-a288-3794194e9575.html;Gąsior-Marek Magdalena Ewa;ekonomista;14 676;3,19%
6;7;2;/cpr/sjm-6/pl/cff8ae7b-4039-4d3f-82d3-72d654cf73b3.html;Mucha Joanna;nauczyciel akademicki;45 568;9,90%
6;7;3;/cpr/sjm-6/pl/4a684713-bed8-4abb-9f17-271c916934b4.html;Karpiński Włodzimierz Witold;chemik;16 498;3,59%
6;7;5;/cpr/sjm-6/pl/74c540b3-ee12-4236-ba80-265400906ea8.html;Kucharski Cezary;przedsiębiorca;7 910;1,72%
7;1;1;/cpr/sjm-7/pl/56a09a8b-6b68-4504-8b3c-d5ea8f3bf123.html;Mazurek Beata;socjolog;22 249;7,00%
7;1;2;/cpr/sjm-7/pl/a96e0d44-94cb-4949-834c-b173fcc5bbb8.html;Zawiślak Sławomir;historyk;24 478;7,70%
7;1;4;/cpr/sjm-7/pl/1f922615-f1bf-4943-a637-8eb3ccb0706b.html;Abramowicz Adam Krzysztof;przedsiębiorca;12 708;4,00%
7;1;5;/cpr/sjm-7/pl/0fbb7385-4e0e-4109-b84f-9a10b44676c0.html;Rębek Jerzy;administrator;7 503;2,36%
7;1;9;/cpr/sjm-7/pl/d8ce78c4-aeda-44ac-bb94-daaca05ae83d.html;Szeliga Piotr;nauczyciel;8 222;2,59%
7;3;1;/cpr/sjm-7/pl/986b9790-660d-4a66-a089-935726f95dce.html;Matuszczak Zbigniew;prawnik;8 017;2,52%
7;4;1;/cpr/sjm-7/pl/40856350-b7b4-4756-9cc5-999cdb5edd39.html;Poznański Marek;archeolog;16 640;5,23%
7;5;1;/cpr/sjm-7/pl/84c244cb-f40f-4cad-96b4-d31d8cbc8deb.html;Stefaniuk Franciszek Jerzy;ekonomista;10 527;3,31%
7;5;3;/cpr/sjm-7/pl/aa4a6b3c-8615-4b64-90dc-b9501106497c.html;Tokarska Genowefa;pracownik administracji rządowej;8 906;2,80%
7;7;1;/cpr/sjm-7/pl/64f80f1d-e8ce-43fa-b0a4-2b2b88a3b10d.html;Żmijan Stanisław;inż. budownictwa;14 202;4,47%
7;7;2;/cpr/sjm-7/pl/2b8455c8-e6d7-49b1-b169-42214ead0894.html;Grad Mariusz;ekonomista;9 962;3,13%
7;7;5;/cpr/sjm-7/pl/d4ff9f54-54ca-4694-a7f7-54044591c49a.html;Raniewicz Grzegorz Artur;przedsiębiorca;7 907;2,49%
8;1;1;/cpr/sjm-8/pl/7bc9043f-8d7f-4eec-84e0-c9569f2d1c2a.html;Ast Marek;radca prawny;12 598;3,79%
8;1;2;/cpr/sjm-8/pl/9941613e-b96f-4443-a932-44cb4a199bc6.html;Rafalska Elżbieta;nauczyciel akademicki;14 812;4,45%
8;1;3;/cpr/sjm-8/pl/2b95be90-a6bc-423d-bf00-342b26133df8.html;Materna Jerzy Marian;inż. budownictwa lądowego;12 868;3,87%
8;3;3;/cpr/sjm-8/pl/fad25d52-2312-47ce-9c7f-2a52f2414779.html;Wontor Bogusław Tadeusz;menadżer;8 065;2,42%
8;4;1;/cpr/sjm-8/pl/fa9c6537-de08-4e45-b526-6f2254fa7c2f.html;Mroczek Maciej Zbigniew;ekonomista;15 335;4,61%
8;5;2;/cpr/sjm-8/pl/902e9b81-eb95-4794-8354-0a4541e3d496.html;Zych Józef;prawnik;6 919;2,08%
8;7;1;/cpr/sjm-8/pl/a9bf7e0e-8bb7-4f55-9822-fcc95ad4c0a6.html;Bukiewicz Bożenna;inż. mechanik;38 017;11,43%
8;7;2;/cpr/sjm-8/pl/b0a9c9ad-dd0f-4b7e-8c56-2d1770856161.html;Niesiołowski Stefan Konstanty;biolog;36 993;11,12%
8;7;3;/cpr/sjm-8/pl/5574e1eb-2e0c-4cd4-a13e-4c3fdd14a23a.html;Sibińska Krystyna Mieczysława;inż. budownictwa;8 756;2,63%
8;7;5;/cpr/sjm-8/pl/a80baf9f-4d9a-48cd-9f3b-e9d3b5200a22.html;Sławiak Bożena Maria;pedagog;6 673;2,01%
8;7;8;/cpr/sjm-8/pl/dfd3e921-0de7-4403-bd16-dba55c6f8566.html;Sługocki Waldemar Jan;urzędnik państwowy;6 465;1,94%
8;7;17;/cpr/sjm-8/pl/7a9355d9-32a9-4e3c-b13c-fcceb07cdfcc.html;Pahl Witold;radca prawny;7 235;2,17%
9;1;1;/cpr/sjm-9/pl/634d11ca-94bb-436f-9c2a-d79bc6e982fc.html;Waszczykowski Witold Jan;nauczyciel akademicki - nauki humanistyczne;36 854;10,17%
9;1;2;/cpr/sjm-9/pl/07c78516-a2a3-42f9-8bdd-7ff57cfe638d.html;Barski Dariusz;prokurator;12 245;3,38%
9;1;20;/cpr/sjm-9/pl/2f5c46b5-704d-4a72-b1ac-97dfc13a5620.html;Tomaszewski Jan;komentator sportowy;8 114;2,24%
9;3;1;/cpr/sjm-9/pl/019acfeb-e0ec-43ff-9666-1dd5de74677d.html;Joński Dariusz;ekonomista;15 164;4,19%
9;4;1;/cpr/sjm-9/pl/7222ca2a-a252-4e9a-8633-81d147bc5062.html;Kotliński Roman;dziennikarz;17 720;4,89%
9;7;1;/cpr/sjm-9/pl/3987d875-e012-462e-849a-37323cfdba00.html;Grabarczyk Cezary Stanisław;adwokat;24 582;6,79%
9;7;2;/cpr/sjm-9/pl/709dc87d-a787-42e3-8e8d-f1ba44914abf.html;Śledzińska-Katarasińska Iwona Elżbieta;dziennikarz;16 279;4,49%
9;7;3;/cpr/sjm-9/pl/3fa4973f-79b8-4fc0-bf75-2610392095b3.html;Kwiatkowski Krzysztof;prawnik;68 814;19,00%
9;7;5;/cpr/sjm-9/pl/89b8746c-aca9-46a0-8029-57d67ab360b9.html;Godson John Abraham;nauczyciel akademicki;29 832;8,23%
9;7;7;/cpr/sjm-9/pl/ea63db79-3243-46c3-a7e5-64e247835cee.html;Niemczyk Małgorzata Barbara;ekonomista;10 959;3,03%
10;1;1;/cpr/sjm-10/pl/a3f6f6b7-831a-440a-92cc-f2dea6d29280.html;Macierewicz Antoni;historyk;41 871;16,03%
10;1;2;/cpr/sjm-10/pl/044f32bf-3319-4236-a1b5-58bce8641991.html;Seliga Dariusz Michał;administratywista;8 129;3,11%
10;1;4;/cpr/sjm-10/pl/5d272ba4-6946-4d99-8a8f-2751e934c08f.html;Telus Robert;inżynier środowiska;11 305;4,33%
10;1;6;/cpr/sjm-10/pl/d8d6c60e-7c43-41ee-9d7d-550fe9e14eeb.html;Witko Marcin;nauczyciel;6 535;2,50%
10;3;1;/cpr/sjm-10/pl/7d5cc6b6-5a2a-4580-b1a0-c68186c592b2.html;Ostrowski Artur Zygmunt;nauczyciel politolog;7 884;3,02%
10;4;1;/cpr/sjm-10/pl/39ddba32-0da1-4ba6-8bf1-dd1a9e6c3996.html;Domaracki Marek Robert;przedsiębiorca;9 986;3,82%
10;5;1;/cpr/sjm-10/pl/60d616f8-1db6-410d-9fd0-f2d0f74bacb8.html;Ozga Krystyna Ewa;inżynier rolnik;9 207;3,53%
10;7;1;/cpr/sjm-10/pl/74db7847-cd2d-44e0-8286-66c40fdae8e1.html;Radziszewska Elżbieta;lekarz medycyny;19 269;7,38%
10;7;3;/cpr/sjm-10/pl/8baf811e-39dd-4702-a016-0ce25ec20b1f.html;Rutkowska Dorota;socjolog;10 268;3,93%
11;1;1;/cpr/sjm-11/pl/505a5f6b-11ae-4080-9777-53c2cf600d0e.html;Schreiber Grzegorz Zenon;filolog;17 808;5,24%
11;1;2;/cpr/sjm-11/pl/2f08b26b-1c89-4cb0-9d95-8e28252dbd3d.html;Matuszewski Marek;przedsiębiorca;16 207;4,77%
11;1;3;/cpr/sjm-11/pl/bead4b8b-ec43-4e34-b248-17b614a26655.html;Mastalerek Marcin;samorządowiec;8 509;2,50%
11;1;7;/cpr/sjm-11/pl/e8afa482-be8d-47c7-b19f-bb2816cd2be6.html;Woźniak Tadeusz Jacek;historyk;8 996;2,65%
11;1;8;/cpr/sjm-11/pl/5c0cc379-3e14-4275-bb62-66c45a2c993d.html;Polak Piotr Stanisław;rolnik;9 022;2,65%
11;3;24;/cpr/sjm-11/pl/3b6fabf4-a37f-454c-bfbf-ab875e81b2d8.html;Olejniczak Cezary Roman;rolnik;7 082;2,08%
11;4;1;/cpr/sjm-11/pl/7a8e2e6e-b328-4232-b128-46f3f118db51.html;Pacholski Michał Tomasz;geodeta;12 918;3,80%
11;5;1;/cpr/sjm-11/pl/0db97ea8-d26a-4570-9dbe-1e93287ae718.html;Łuczak Mieczysław Marcin;poseł;9 373;2,76%
11;7;1;/cpr/sjm-11/pl/6824a589-1dc6-42d0-a82e-000db4000262.html;Biernat Andrzej Zbigniew;nauczyciel;25 721;7,57%
11;7;2;/cpr/sjm-11/pl/3c13f02e-c7f3-4663-8773-42bfe1bbb9f6.html;Hanajczyk Agnieszka Małgorzata;prawnik;16 484;4,85%
11;7;3;/cpr/sjm-11/pl/e58f4e05-61b3-4de5-b7f6-843d8f8caa5b.html;Tomczyk Cezary Józef;politolog;12 748;3,75%
11;7;24;/cpr/sjm-11/pl/49af2e6a-576a-4129-8c87-39b4c3d6ce84.html;Dunin Artur Jerzy;geodeta;9 595;2,82%
12;1;1;/cpr/sjm-12/pl/3fa79343-25f3-4ab3-8fac-ec04a8fe4a06.html;Szydło Beata Maria;etnograf;43 612;18,22%
12;1;2;/cpr/sjm-12/pl/57feb478-79f0-4ae8-971c-0901e9b3ed73.html;Szczerski Krzysztof Maria;nauczyciel akademicki;4 751;1,98%
12;1;3;/cpr/sjm-12/pl/53fe094c-2978-4525-bf70-2e46329526f0.html;Łatas Marek Jerzy;nauczyciel;12 466;5,21%
12;1;4;/cpr/sjm-12/pl/77b3756d-ee57-49f3-b751-278cb14a2c9f.html;Polak Marek Władysław;technik mechanik;6 341;2,65%
12;7;1;/cpr/sjm-12/pl/4bbf0cbb-9e75-4b1f-891d-47195e265181.html;Graś Paweł Bolesław;politolog;36 992;15,45%
12;7;2;/cpr/sjm-12/pl/9a95a966-0b8c-44df-a25e-90438d4dbcbb.html;Arkit Tadeusz Andrzej;inżynier górnik;12 458;5,20%
12;7;3;/cpr/sjm-12/pl/08ec2651-49d7-4b71-95f3-f5c2f9263b63.html;Bobowska Joanna Grażyna;dziennikarka;7 976;3,33%
12;7;5;/cpr/sjm-12/pl/1907441c-9a13-4a9c-8d15-b79c669e8a71.html;Niedziela Dorota;lekarz weterynarii;6 166;2,58%
13;1;1;/cpr/sjm-13/pl/fbc65c83-a025-436b-9feb-aedcfb144983.html;Duda Andrzej Sebastian;nauczyciel akademicki;79 981;15,79%
13;1;2;/cpr/sjm-13/pl/95523987-fdaf-4767-847e-887460a78ab2.html;Adamczyk Andrzej Mieczysław;parlamentarzysta;14 297;2,82%
13;1;3;/cpr/sjm-13/pl/8c32b8a8-3e49-435e-978a-85c5d5933ceb.html;Terlecki Ryszard Iwon;historyk;14 726;2,91%
13;1;4;/cpr/sjm-13/pl/20ad507d-74cc-457f-b297-a7f1cb01c002.html;Bubula Barbara Ewa;filolog;7 502;1,48%
13;1;5;/cpr/sjm-13/pl/d12232fa-c5b4-4dd0-8941-18f704560a28.html;Osuch Jacek Piotr;parlamentarzysta;10 997;2,17%
13;4;1;/cpr/sjm-13/pl/419cf3ae-fe1d-4597-929d-b9a03f73281f.html;Grodzka Anna;przedsiębiorca;19 451;3,84%
13;7;1;/cpr/sjm-13/pl/62f9d8eb-1adf-43e0-9107-a74fc40f6561.html;Raś Ireneusz Jacek;historyk;31 455;6,21%
13;7;2;/cpr/sjm-13/pl/de5752bf-9d06-4cc3-89ae-ca70e65a111f.html;Matusik - Lipiec Katarzyna Irena;poseł;22 178;4,38%
13;7;3;/cpr/sjm-13/pl/cd0e5da3-7c91-4175-9b1e-6c6e379ef925.html;Gowin Jarosław Adam;nauczyciel akademicki;62 570;12,35%
13;7;4;/cpr/sjm-13/pl/64845d8f-c0bc-441f-81c7-dafad68bfef4.html;Fedorowicz Jerzy Feliks;aktor;28 383;5,60%
13;7;7;/cpr/sjm-13/pl/96611a98-26f6-45ed-893d-941d4e82ceee.html;Gądek Lidia Stanisława;lekarz medycyny;7 191;1,42%
13;7;8;/cpr/sjm-13/pl/55d30114-a24c-444f-a1b5-c1f9866685a2.html;Lassota Józef;inżynier;10 241;2,02%
13;7;10;/cpr/sjm-13/pl/d4228acf-310f-4a01-b523-1adcd12feb05.html;Marczułajtis - Walczak Jagna Kinga;nauczyciel WF;7 289;1,44%
13;7;19;/cpr/sjm-13/pl/2af3f131-f4dd-4dc7-8993-6d229f4c5b61.html;Gibała Łukasz;poseł;18 583;3,67%
14;1;1;/cpr/sjm-14/pl/9f7ea9db-e511-48b9-b79f-e5e47be9ed1c.html;Mularczyk Arkadiusz;parlamentarzysta;45 801;16,43%
14;1;2;/cpr/sjm-14/pl/6ec05f00-a89f-4348-819d-c535607afe20.html;Naimski Piotr Aleksander;biochemik;5 388;1,93%
14;1;3;/cpr/sjm-14/pl/635942f7-d633-44ba-858e-f85a6c75a3cb.html;Paluch Anna;pracownik samorządowy;9 764;3,50%
14;1;4;/cpr/sjm-14/pl/44d67644-8edd-4693-bdf2-4ff0ac7ea52d.html;Bartuś Barbara Halina;parlamentarzysta;14 652;5,25%
14;1;5;/cpr/sjm-14/pl/be533186-c004-442d-9dd5-527aef130d1b.html;Siarka Edward;parlamentarzysta;13 264;4,76%
14;1;6;/cpr/sjm-14/pl/ce10b2f0-0617-4b91-a46b-ef5fae691dbd.html;Janczyk Wiesław Stanisław;parlamentarzysta;13 993;5,02%
14;1;7;/cpr/sjm-14/pl/f6b05a11-2c3f-4735-8c3d-9659c9ab1b30.html;Romanek Andrzej Stanisław;radca prawny;9 743;3,49%
14;7;1;/cpr/sjm-14/pl/4d57ac97-2c00-4a25-94d5-8f1fdac67420.html;Czerwiński Andrzej Stanisław;inżynier elektryk;16 723;6,00%
14;7;2;/cpr/sjm-14/pl/44fb82e3-d562-45a9-b955-ba466ac95e3d.html;Gut-Mostowy Andrzej Józef;ekonomista;15 345;5,50%
14;7;10;/cpr/sjm-14/pl/c76d5161-c5a5-465b-a9a8-72673c7b06dc.html;Cycoń Marian Adam;wyższy urzędnik samorządowy;10 678;3,83%
15;1;1;/cpr/sjm-15/pl/4211e8e9-5174-4fff-b3d0-dbe1032a73b7.html;Bernacki Włodzimierz;nauczyciel akademicki;18 699;7,25%
15;1;2;/cpr/sjm-15/pl/ec6ddb29-c27f-4518-985f-8b280aa35247.html;Czesak Edward Stanisław;parlamentarzysta;18 787;7,28%
15;1;4;/cpr/sjm-15/pl/f6057b24-4434-4f31-9535-01bde188a508.html;Rojek Józef;inżynier mechanik;15 978;6,19%
15;1;5;/cpr/sjm-15/pl/acb809c0-59dd-4d0e-b880-3952d7d92cb1.html;Wojtkiewicz Michał Jan;inżynier geodeta;9 403;3,65%
15;1;17;/cpr/sjm-15/pl/4ce20c8d-cd84-41de-9394-3979de95fd63.html;Ziobro Jan Paweł;logistyk;9 347;3,62%
15;5;1;/cpr/sjm-15/pl/0f3a0ead-6048-49d9-a2ff-18333c94aed7.html;Sztorc Andrzej Stefan syn Stefana;rolnik, przedsiębiorca;7 087;2,75%
15;7;1;/cpr/sjm-15/pl/ac1d0ffb-a7a4-4f9b-9423-db3b936fb473.html;Grad Aleksander;inżynier geodeta;23 671;9,18%
15;7;2;/cpr/sjm-15/pl/6731261a-d9fb-4d43-9726-b65f1ca1146b.html;Augustyn Urszula Danuta;dziennikarka;9 724;3,77%
15;7;7;/cpr/sjm-15/pl/467bda6f-d46b-40e6-9323-a0bf852249d5.html;Wardzała Robert Marian;przedsiębiorca;10 437;4,05%
16;1;1;/cpr/sjm-16/pl/e1e2ae45-9767-4376-9bcd-2e38f9c1bbd2.html;Jasiński Wojciech Stefan;prawnik;26 125;9,45%
16;1;2;/cpr/sjm-16/pl/5d20ec7e-2e6a-464a-9d66-e95a6104c7f9.html;Opioła Marek;poseł;9 545;3,45%
16;1;4;/cpr/sjm-16/pl/a7082b1f-726d-426f-9b97-d59119632cc7.html;Kołakowski Robert Jerzy;historyk;9 314;3,37%
16;1;8;/cpr/sjm-16/pl/c8eabc2a-6fe5-4026-9a58-b314de16c9a1.html;Małecki Maciej;historyk;9 757;3,53%
16;4;1;/cpr/sjm-16/pl/85c40c4f-14c2-4482-94dc-a58ab102cb13.html;Sajak Paweł Ireneusz;elektronik;7 747;2,80%
16;5;1;/cpr/sjm-16/pl/f5c41b68-8f00-43db-9d5c-7dfe2c1f25dc.html;Pawlak Waldemar;rolnik;24 491;8,86%
